RHOB,GR,NPHI,PEF,DTC,cluster
-0.644302,0.953666,1.117200,-0.753618,0.936178,0
-0.568811,0.868401,1.181981,-0.684728,0.963582,0
-0.580390,0.749106,1.037107,-0.717407,0.965614,0
-0.626540,0.759524,0.718825,-0.819068,1.012218,0
-0.659135,0.816852,0.493759,-0.885102,1.042537,0
-0.653163,0.839965,0.515349,-0.871837,0.997172,0
-0.626529,0.726769,0.604904,-0.837330,0.953254,0
-0.608211,0.607633,0.535968,-0.830094,0.951500,0
-0.610477,0.606376,0.493736,-0.828648,0.925179,0
-0.629235,0.710067,0.600460,-0.808755,0.905439,0
-0.641934,0.801531,0.770660,-0.792740,0.914441,0
-0.636714,0.796155,0.854538,-0.790952,0.853299,0
-0.605692,0.739686,0.793204,-0.787542,0.758856,0
-0.555940,0.699027,0.618041,-0.776810,0.722183,0
-0.514668,0.752988,0.400633,-0.745787,0.699489,0
-0.492740,0.883959,0.255388,-0.723582,0.700353,0
-0.500179,1.078387,0.148602,-0.724659,0.762477,0
-0.539911,1.253550,0.172774,-0.744449,0.840749,0
-0.601553,1.324811,0.358395,-0.779089,0.888971,0
-0.653086,1.258764,0.635812,-0.790379,0.886242,0
-0.675486,1.057245,0.899211,-0.760454,0.879524,0
-0.674639,0.846939,0.977766,-0.730982,0.854848,0
-0.657913,0.714032,0.781885,-0.747542,0.876787,0
-0.640366,0.707889,0.580967,-0.794590,0.904115,0
-0.621357,0.836183,0.584208,-0.818259,0.921716,0
-0.596321,0.935455,0.669843,-0.802485,0.902233,0
-0.589645,0.947850,0.674922,-0.773597,0.862212,0
-0.609446,0.857923,0.556755,-0.750380,0.859845,0
-0.630248,0.734279,0.569756,-0.757769,0.883179,0
-0.635964,0.686683,0.603192,-0.792946,0.873024,0
-0.627387,0.687203,0.471913,-0.830179,0.806439,0
-0.612643,0.750785,0.285297,-0.844357,0.770099,0
-0.592325,0.759536,0.200073,-0.850610,0.773360,0
-0.577223,0.812140,0.311499,-0.862942,0.779407,0
-0.595573,0.959196,0.515090,-0.875962,0.828732,0
-0.622685,0.988486,0.839509,-0.832215,0.835898,0
-0.523473,0.901552,1.126804,-0.680043,0.626175,0
-0.238324,0.741999,1.186604,-0.553350,0.393715,0
0.022145,0.709854,1.010669,-0.614611,0.293703,0
-0.019505,0.870521,0.652406,-0.746524,0.261774,0
-0.282368,1.038812,0.501300,-0.831153,0.468432,0
-0.505637,1.218873,0.511134,-0.858207,0.703445,0
-0.594991,1.233991,0.558378,-0.884646,0.751054,0
-0.630027,1.117023,0.550348,-0.901358,0.693166,0
-0.620274,0.954450,0.359439,-0.878450,0.629685,0
-0.558567,0.835003,0.250361,-0.825096,0.595426,0
-0.506718,0.955508,0.266067,-0.786535,0.623479,0
-0.514766,0.980114,0.299076,-0.797429,0.671776,0
-0.557124,0.926715,0.293326,-0.826783,0.710592,0
-0.571728,0.895817,0.276001,-0.832099,0.705652,0
-0.544304,0.861296,0.282223,-0.829628,0.668766,0
-0.521548,0.938450,0.286679,-0.825840,0.622999,0
-0.507565,0.900272,0.188245,-0.820656,0.592115,0
-0.503005,0.891831,0.167261,-0.787349,0.605500,0
-0.513103,0.832534,0.222745,-0.753393,0.644758,0
-0.539799,0.744272,0.288470,-0.744148,0.656295,0
-0.556144,0.740254,0.348660,-0.749964,0.673314,0
-0.542804,0.833993,0.376527,-0.753424,0.682451,0
-0.512793,0.875306,0.464244,-0.761048,0.643554,0
-0.486198,0.877675,0.532611,-0.780439,0.620959,0
-0.482333,0.765414,0.308052,-0.815560,0.614628,0
-0.516664,0.666140,0.055180,-0.823546,0.601618,0
-0.552875,0.620020,-0.019305,-0.780892,0.634283,0
-0.567397,0.697911,0.258684,-0.743808,0.695607,0
-0.585378,0.800011,0.504606,-0.769384,0.775820,0
-0.640141,0.894079,0.494028,-0.825374,0.828081,0
-0.685619,0.869188,0.474438,-0.820447,0.854393,0
-0.679674,0.746600,0.419326,-0.751064,0.880351,0
-0.645081,0.643957,0.406163,-0.694433,0.905260,0
-0.624431,0.715402,0.406305,-0.695589,0.928728,0
-0.628648,0.778299,0.518244,-0.708720,0.957142,0
-0.651647,0.677674,0.669673,-0.697562,0.968788,0
-0.679061,0.486324,0.701143,-0.685128,0.968801,0
-0.692028,0.431724,0.713293,-0.703079,0.971221,0
-0.687432,0.498981,0.874375,-0.735904,0.975147,0
-0.692652,0.506192,0.885682,-0.768947,0.971841,0
-0.723601,0.433229,0.909447,-0.798749,0.975991,0
-0.777540,0.388614,0.871998,-0.826618,0.975818,0
-0.813245,0.436073,0.903047,-0.811839,0.975113,0
-0.816854,0.514110,0.838713,-0.808579,0.976645,0
-0.801991,0.506508,0.596996,-0.822730,0.978992,0
-0.792485,0.488725,0.474136,-0.862027,0.978217,0
-0.799188,0.490521,0.517250,-0.852472,0.978974,0
-0.784861,0.560428,0.620189,-0.820754,0.980568,0
-0.747702,0.588539,0.805017,-0.806791,0.978271,0
-0.713220,0.613033,0.812402,-0.828135,0.981289,0
-0.692542,0.688915,0.755530,-0.854448,0.986776,0
-0.689961,0.583123,0.608768,-0.871094,0.983832,0
-0.670804,0.435501,0.634169,-0.847660,0.982871,0
-0.642700,0.410467,0.686720,-0.801553,0.986745,0
-0.634460,0.570786,0.837802,-0.777675,0.986151,0
-0.660605,0.742361,0.771625,-0.796525,0.984478,0
-0.687835,0.743516,0.758665,-0.821375,0.988964,0
-0.689670,0.625244,0.476775,-0.811280,0.990098,0
-0.702720,0.584238,0.220695,-0.799165,0.988411,0
-0.732446,0.590366,0.106155,-0.789999,0.992814,0
-0.746902,0.499660,0.335516,-0.765100,0.991860,0
-0.720892,0.315601,0.675484,-0.741178,0.990629,0
-0.699034,0.136250,0.656624,-0.711347,0.992345,0
-0.709434,0.145024,0.455138,-0.727983,0.992309,0
-0.749704,0.255735,0.258051,-0.752082,0.996643,0
-0.776845,0.411975,0.318357,-0.771790,0.993774,0
-0.772310,0.522505,0.464181,-0.788078,0.996936,0
-0.760561,0.596258,0.731663,-0.783250,1.001971,0
-0.752476,0.554598,0.991489,-0.779487,0.998097,0
-0.746300,0.447353,0.993134,-0.759989,0.998391,0
-0.733949,0.305076,0.811395,-0.743823,0.995986,0
-0.721250,0.321312,0.702413,-0.765882,1.000662,0
-0.728987,0.379126,0.784446,-0.798696,1.003871,0
-0.714054,0.434524,0.786979,-0.832405,1.000173,0
-0.691039,0.359523,0.648056,-0.848728,1.002264,0
-0.677267,0.414949,0.578584,-0.846114,1.006177,0
-0.674693,0.489920,0.645820,-0.823992,1.003951,0
-0.642485,0.596713,0.632921,-0.783333,1.004216,0
-0.589347,0.478039,0.632918,-0.753878,1.006046,0
-0.575194,0.419517,0.662442,-0.780108,1.006093,0
-0.611803,0.261770,0.627233,-0.848044,1.011999,0
-0.656203,0.332136,0.520159,-0.899821,1.009965,0
-0.692631,0.237583,0.472997,-0.897952,1.010045,0
-0.721059,0.362146,0.579988,-0.861238,1.011946,0
-0.729168,0.397865,0.570054,-0.835499,1.009965,0
-0.713242,0.496007,0.320892,-0.822878,1.011939,0
-0.709254,0.498077,0.060695,-0.824435,1.011937,0
-0.714539,0.443192,0.042029,-0.834267,1.013857,0
-0.698422,0.448893,0.268114,-0.829765,1.015860,0
-0.655942,0.393374,0.517324,-0.799484,1.015863,0
-0.622805,0.342279,0.647172,-0.742120,1.013971,0
-0.633237,0.351891,0.708243,-0.745875,1.017616,0
-0.692299,0.380265,0.696356,-0.801206,1.019976,0
-0.754294,0.587156,0.606869,-0.885197,1.017715,0
-0.782128,0.640366,0.393805,-0.936576,1.021676,0
-0.750951,0.809147,0.286244,-0.939783,1.021918,0
-0.730650,0.734208,0.248061,-0.873566,1.017962,0
-0.842251,0.759052,0.215275,-0.671722,1.021302,0
-1.124177,0.610411,0.243668,-0.347438,1.025827,0
-1.449899,0.599239,0.391636,-0.026658,1.023701,0
-1.661553,0.587950,0.675092,0.011215,1.023710,0
-1.647306,0.554155,0.845131,-0.158036,1.023744,0
-1.431617,0.333095,0.818096,-0.374975,1.027289,0
-1.131947,0.091651,0.620791,-0.537642,1.029788,0
-0.877672,-0.049773,0.643968,-0.668762,1.029421,0
-0.732240,0.056253,0.680933,-0.733234,1.028091,0
-0.657417,0.240936,0.813155,-0.733676,1.028867,0
-0.633817,0.410473,0.802809,-0.738432,1.032099,0
-0.633763,0.357444,0.740507,-0.736681,1.031081,0
-0.614563,0.348748,0.749137,-0.716493,1.033787,0
-0.575879,0.371259,0.618668,-0.743855,1.029860,0
-0.545317,0.439425,0.659270,-0.773864,1.032642,0
-0.520892,0.437569,0.715518,-0.788524,1.039384,0
-0.526001,0.414816,1.222393,-0.790556,1.036105,0
-0.563190,0.471675,1.458221,-0.814959,1.033179,0
-0.607721,0.474894,1.575935,-0.818104,1.037108,0
-0.647687,0.504840,1.305105,-0.805070,1.041003,0
-0.633461,0.416000,1.008733,-0.770797,1.040152,0
-0.606880,0.397650,0.725076,-0.800053,1.037078,0
-0.599936,0.358861,0.467095,-0.805743,1.040970,0
-0.584220,0.356491,0.301292,-0.790766,1.044934,0
-0.592336,0.374989,0.313453,-0.785231,1.048806,0
-0.579250,0.467354,0.409984,-0.796408,1.052679,0
-0.546530,0.644135,0.513652,-0.839868,1.044239,0
-0.501592,0.595998,0.581767,-0.843987,1.016886,0
-0.474185,0.551591,0.532904,-0.870695,1.003214,0
-0.495609,0.444630,0.624064,-0.882777,1.017115,0
-0.499140,0.545194,0.668847,-0.897090,1.037603,0
-0.490171,0.528218,0.560607,-0.848349,1.033898,0
-0.492393,0.359166,0.465250,-0.718894,0.982241,0
-0.483638,0.024214,0.285953,-0.533241,0.936444,0
-0.420720,-0.074500,0.320225,-0.490232,0.944272,0
-0.380731,0.000483,0.638950,-0.570036,0.953544,0
-0.410772,0.167924,1.043889,-0.692235,0.985537,0
-0.506967,0.225313,1.200146,-0.737180,1.035536,0
-0.578329,0.292686,0.964053,-0.743796,1.056992,0
-0.576929,0.335987,0.569015,-0.736174,1.055206,0
-0.530917,0.270559,0.319676,-0.719406,1.013620,0
-0.463297,0.111287,0.367577,-0.703562,0.967510,0
-0.427563,0.115505,0.361271,-0.695564,0.939246,0
-0.463995,0.080240,0.338822,-0.702945,0.951547,0
-0.534749,0.199510,0.206761,-0.754340,0.964541,0
-0.583115,0.167697,0.175931,-0.793821,1.016138,0
-0.577764,0.321903,0.373832,-0.818485,1.027507,0
-0.533769,0.264784,0.485374,-0.805445,0.991850,0
-0.488976,0.323549,0.688525,-0.785957,0.904388,0
-0.426183,0.359867,0.633264,-0.781386,0.832783,0
-0.399732,0.469857,0.680676,-0.803131,0.836623,0
-0.455537,0.336711,0.819025,-0.828723,0.901678,0
-0.538473,0.056455,0.922278,-0.830036,0.966143,0
-0.579708,-0.040717,0.819116,-0.800099,0.964999,0
-0.560185,0.083380,0.611859,-0.766160,0.941919,0
-0.512027,0.253878,0.526223,-0.757729,0.893746,0
-0.479074,0.381642,0.674630,-0.769362,0.858972,0
-0.467742,0.309021,0.725230,-0.766776,0.874895,0
-0.506842,0.360760,0.640783,-0.772595,0.906317,0
-0.552119,0.276103,0.429479,-0.803688,0.894575,0
-0.559104,0.359331,0.293435,-0.835028,0.880443,0
-0.530463,0.358538,0.243991,-0.846290,0.847834,0
-0.498157,0.412458,0.225564,-0.792658,0.796993,0
-0.514107,0.450216,0.287809,-0.756916,0.789860,0
-0.557538,0.386590,0.504785,-0.719137,0.819933,0
-0.588035,0.387858,0.615560,-0.755684,0.855410,0
-0.585269,0.328220,0.647236,-0.770140,0.895408,0
-0.543962,0.346682,0.625843,-0.734626,0.904945,0
-0.494910,0.325991,0.800536,-0.685996,0.915051,0
-0.464045,0.336403,0.658536,-0.701247,0.903716,0
-0.461271,0.340571,0.483786,-0.775247,0.912344,0
-0.458891,0.350994,0.285257,-0.818449,0.891706,0
-0.461255,0.359335,0.263257,-0.838547,0.874668,0
-0.469154,0.255733,0.178343,-0.815772,0.872532,0
-0.487298,0.166009,0.050498,-0.779809,0.876304,0
-0.520440,0.286650,0.074562,-0.749718,0.908374,0
-0.533792,0.403430,0.164635,-0.777330,0.929785,0
-0.539078,0.635061,0.241566,-0.837966,0.945457,0
-0.566802,0.449184,0.245124,-0.854773,0.958029,0
-0.580198,0.559309,0.400101,-0.875101,0.958960,0
-0.560391,0.545854,0.530527,-0.846161,0.945174,0
-0.509693,0.588015,0.602290,-0.794589,0.913893,0
-0.477767,0.350488,0.427681,-0.705550,0.894233,0
-0.461808,0.171171,0.299851,-0.625247,0.903163,0
-0.431414,0.130779,0.065786,-0.614293,0.894273,0
-0.403174,0.225773,0.339001,-0.636662,0.909316,0
-0.399379,0.189759,0.617013,-0.693958,0.947745,0
-0.416717,0.337641,0.877044,-0.747751,0.904936,0
-0.439501,0.352716,0.708914,-0.821204,0.874704,0
-0.467768,0.472170,0.558057,-0.864158,0.910289,0
-0.513260,0.508218,0.404214,-0.863464,0.898195,0
-0.542784,0.490116,0.387200,-0.820613,0.901709,0
-0.539472,0.563842,0.288510,-0.821286,0.910420,0
-0.519742,0.493723,0.437882,-0.855459,0.881068,0
-0.501370,0.455674,0.427555,-0.860272,0.818889,0
-0.490561,0.277566,0.338217,-0.825940,0.817509,0
-0.502112,0.156243,0.320043,-0.778438,0.823595,0
-0.529240,0.210454,0.371254,-0.800911,0.834243,0
-0.550379,0.267456,0.397164,-0.817716,0.868227,0
-0.518462,0.397176,0.325199,-0.806333,0.825820,0
-0.420433,0.295678,0.266172,-0.635078,0.725631,0
-0.293286,0.267018,0.268295,-0.486995,0.592292,0
-0.223403,0.177183,0.250436,-0.454245,0.568573,0
-0.298639,0.245574,0.411555,-0.551012,0.612665,0
-0.450074,0.275646,0.607634,-0.665038,0.688408,0
-0.565157,0.315844,0.523389,-0.739973,0.787104,0
-0.596237,0.380278,0.485788,-0.777665,0.806460,0
-0.554247,0.482831,0.446623,-0.797762,0.756258,0
-0.500458,0.581651,0.407134,-0.773065,0.715694,0
-0.457941,0.531345,0.307757,-0.718993,0.712729,0
-0.470090,0.399105,0.351574,-0.664737,0.754718,0
-0.531955,0.237091,0.549665,-0.670649,0.815613,0
-0.612772,0.301209,0.581067,-0.740314,0.902878,0
-0.658557,0.277904,0.509376,-0.781097,0.968111,0
-0.620981,0.120161,0.657858,-0.789006,0.980015,0
-0.550241,0.012574,0.828625,-0.772416,0.946296,0
-0.484569,0.099282,0.786686,-0.748108,0.881035,0
-0.454105,0.307113,0.586623,-0.752322,0.833979,0
-0.475957,0.319683,0.411590,-0.715096,0.858588,0
-0.520104,0.180887,0.399680,-0.704020,0.927610,0
-0.573381,0.094519,0.387949,-0.683546,0.969070,0
-0.601872,0.101733,0.489324,-0.714473,1.014693,0
-0.625071,0.290328,0.569755,-0.749654,1.006952,0
-0.641565,0.301668,0.602213,-0.779737,0.996442,0
-0.628361,0.259297,0.503434,-0.774574,0.966784,0
-0.588060,0.066702,0.366016,-0.791789,0.928531,0
-0.571866,0.156754,0.571451,-0.834342,0.917069,0
-0.572210,0.266458,0.659008,-0.864579,0.875260,0
-0.555027,0.462939,0.572496,-0.826149,0.788738,0
-0.451407,0.458134,0.272459,-0.657560,0.694166,0
-0.321783,0.320941,0.034188,-0.565467,0.578341,0
-0.229278,0.113154,0.102093,-0.575123,0.541247,0
-0.248259,-0.059218,0.039751,-0.672006,0.608393,0
-0.327917,0.015389,0.091682,-0.734513,0.676874,0
-0.396360,0.165913,0.077573,-0.780600,0.725244,0
-0.434910,0.454005,0.181100,-0.813051,0.719489,0
-0.438627,0.386759,0.390097,-0.818769,0.706009,0
-0.468030,0.308065,0.564087,-0.793809,0.746210,0
-0.512608,0.127467,0.615895,-0.777830,0.788733,0
-0.561257,0.156700,0.514396,-0.788457,0.798850,0
-0.584785,0.109823,0.438649,-0.810907,0.858961,0
-0.575443,0.047510,0.563809,-0.854098,0.858261,0
-0.579015,0.051715,0.696449,-0.871997,0.853549,0
-0.578263,0.166020,0.732228,-0.843931,0.872106,0
-0.573567,0.209018,0.652299,-0.784227,0.800380,0
-0.531036,0.191233,0.448780,-0.770454,0.756479,0
-0.483650,0.229418,0.507482,-0.787983,0.700636,0
-0.478512,0.325350,0.483345,-0.813279,0.643141,0
-0.518761,0.308602,0.609608,-0.810246,0.691839,0
-0.557526,0.275562,0.571817,-0.803874,0.710840,0
-0.579146,0.302539,0.737124,-0.817812,0.730542,0
-0.619847,0.513835,0.823464,-0.833382,0.802376,0
-0.676598,0.529033,1.008880,-0.851970,0.893095,0
-0.706531,0.367780,0.937222,-0.827798,0.932083,0
-0.681827,0.166132,0.888237,-0.774662,0.907445,0
-0.632434,0.017122,0.776044,-0.726209,0.865247,0
-0.587397,0.170346,0.767432,-0.718014,0.840010,0
-0.543978,0.275157,0.771129,-0.756495,0.850318,0
-0.489962,0.275932,0.619940,-0.786161,0.836773,0
-0.449040,0.143397,0.450435,-0.776560,0.859328,0
-0.426930,0.047672,0.314829,-0.739616,0.783086,0
-0.406976,0.083491,0.362348,-0.725303,0.754698,0
-0.392089,0.092269,0.368700,-0.740816,0.790289,0
-0.410564,0.081848,0.231545,-0.754298,0.744095,0
-0.448699,0.187986,0.046211,-0.766910,0.820965,0
-0.492008,0.287860,0.028066,-0.768282,0.858071,0
-0.522338,0.257606,0.127328,-0.777861,0.829635,0
-0.548116,0.090546,0.260427,-0.763372,0.906607,0
-0.554678,-0.080802,0.368599,-0.766365,0.928815,0
-0.558505,0.050225,0.459858,-0.805046,0.893867,0
-0.567470,0.169259,0.443200,-0.820927,0.872365,0
-0.568134,0.231582,0.335038,-0.794433,0.850150,0
-0.546723,0.062771,0.253314,-0.754532,0.776033,0
-0.510736,0.015529,0.259957,-0.751229,0.729606,0
-0.506004,0.138391,0.271488,-0.785869,0.745595,0
-0.534388,0.268069,0.292774,-0.815197,0.796249,0
-0.560987,0.186176,0.327454,-0.836549,0.851148,0
-0.559962,0.093132,0.416920,-0.823349,0.843283,0
-0.529432,0.125751,0.538877,-0.819644,0.819899,0
-0.514816,0.211864,0.472302,-0.800819,0.850866,0
-0.524366,0.247075,0.434809,-0.794025,0.792935,0
-0.554481,0.249213,0.363952,-0.764025,0.827135,0
-0.554060,0.289958,0.428662,-0.764954,0.812115,0
-0.538601,0.285065,0.456747,-0.775059,0.788748,0
-0.515890,0.206886,0.367934,-0.773211,0.750027,0
-0.509837,0.162939,0.112827,-0.740065,0.691592,0
-0.505301,0.108632,-0.096332,-0.700279,0.632912,0
-0.501076,0.105045,-0.024356,-0.690321,0.612321,0
-0.495006,0.177702,0.291121,-0.708077,0.623167,0
-0.474626,0.301689,0.507562,-0.722637,0.665429,0
-0.452271,0.324699,0.523099,-0.722297,0.677871,0
-0.442240,0.228469,0.430596,-0.717547,0.682402,0
-0.437086,0.063620,0.268329,-0.698269,0.697438,0
-0.419820,0.080825,0.272008,-0.662932,0.769441,0
-0.405405,0.118332,0.505976,-0.639467,0.802550,0
-0.433315,0.171017,0.785997,-0.652428,0.852509,0
-0.478095,0.155759,0.761426,-0.687855,0.851313,0
-0.499565,0.119001,0.621786,-0.739746,0.858562,0
-0.489274,0.064828,0.641025,-0.764090,0.870059,0
-0.489175,-0.020574,0.752715,-0.757358,0.926048,0
-0.540345,0.019246,0.900066,-0.742944,0.922212,0
-0.581974,0.071401,0.932770,-0.748294,0.899732,0
-0.572141,0.105260,1.000067,-0.777143,0.923784,0
-0.547218,0.044152,0.850998,-0.789772,0.896490,0
-0.542527,0.060974,0.733387,-0.814758,0.883374,0
-0.581054,0.125589,0.652206,-0.839338,0.922379,0
-0.606040,0.136030,0.521253,-0.868711,0.893121,0
-0.594732,0.158331,0.284377,-0.898629,0.836279,0
-0.556428,0.150677,0.137152,-0.935128,0.629987,0
-0.522756,0.175019,0.175078,-0.933553,0.561509,0
-0.508308,0.114320,0.226147,-0.888935,0.471284,0
-0.474327,0.022630,0.231490,-0.739292,0.501954,0
-0.392732,-0.007198,0.241539,-0.631462,0.559182,0
-0.269446,-0.027820,0.366380,-0.666493,0.621649,0
-0.219740,0.039904,0.451733,-0.787684,0.676833,0
-0.284825,0.099315,0.462021,-0.878377,0.728348,0
-0.418563,0.226416,0.379949,-0.879265,0.803781,0
-0.524781,0.279032,0.242890,-0.860108,0.780402,0
-0.567322,0.221853,0.117065,-0.874751,0.787064,0
-0.575347,0.148435,0.113318,-0.895232,0.819758,0
-0.567393,0.230554,0.212601,-0.890313,0.792363,0
-0.546621,0.304213,0.457014,-0.867385,0.857631,0
-0.539502,0.268585,0.625288,-0.869409,0.821879,0
-0.575837,0.087338,0.599864,-0.882178,0.808975,0
-0.638131,0.064963,0.327900,-0.839022,0.917875,0
-0.687665,0.145914,0.106746,-0.742848,0.957471,0
-0.702633,0.166611,0.065997,-0.649924,0.930232,0
-0.674556,0.111392,0.239965,-0.613919,0.884829,0
-0.588683,0.061760,0.368698,-0.468474,0.803925,0
-0.399533,0.021757,0.357430,-0.302808,0.335731,0
-0.132785,0.014758,0.172775,-0.312012,0.178754,0
0.016312,0.002898,0.037655,-0.483948,0.171276,0
-0.072166,0.089778,0.024177,-0.668853,0.209653,0
-0.300333,0.147949,0.223918,-0.764184,0.569875,0
-0.464327,0.277693,0.363132,-0.795034,0.684682,0
-0.496601,0.412629,0.417280,-0.772659,0.601152,0
-0.457791,0.431362,0.486310,-0.734013,0.577898,0
-0.405348,0.323557,0.645764,-0.727734,0.593000,0
-0.396878,0.234398,0.746042,-0.741536,0.645414,0
-0.437526,0.267027,0.630969,-0.709590,0.697566,0
-0.488755,0.264252,0.466090,-0.677396,0.764769,0
-0.544965,0.151143,0.496519,-0.692115,0.802697,0
-0.591285,0.075756,0.581681,-0.751819,0.817652,0
-0.610692,0.185549,0.574502,-0.807330,0.848886,0
-0.574123,0.433304,0.568490,-0.812843,0.848583,0
-0.520164,0.637863,0.536626,-0.803694,0.863301,0
-0.500224,0.658310,0.464579,-0.811913,0.873227,0
-0.496348,0.597157,0.355607,-0.831107,0.865062,0
-0.492302,0.555606,0.310237,-0.840033,0.843753,0
-0.507813,0.576975,0.299286,-0.800304,0.810752,0
-0.563331,0.553820,0.229077,-0.755435,0.807254,0
-0.635334,0.457604,0.360892,-0.744811,0.811121,0
-0.684560,0.319606,0.654461,-0.769889,0.808788,0
-0.695436,0.350423,0.855098,-0.794378,0.751540,0
-0.663026,0.458561,0.751973,-0.793230,0.624814,0
-0.596889,0.499636,0.491266,-0.775045,0.558703,0
-0.527897,0.420314,0.291180,-0.745094,0.546107,0
-0.480435,0.318879,0.167535,-0.722151,0.560600,0
-0.465460,0.296207,0.118007,-0.725015,0.626529,0
-0.472042,0.249558,0.100492,-0.740101,0.683172,0
-0.478364,0.172137,0.075899,-0.756043,0.681910,0
-0.482130,0.113768,0.089870,-0.789832,0.727330,0
-0.504057,0.140817,0.177358,-0.819214,0.768630,0
-0.524851,0.271247,0.274616,-0.820446,0.822096,0
-0.514737,0.418342,0.417145,-0.789559,0.880755,0
-0.501646,0.382997,0.575372,-0.773179,0.879227,0
-0.516635,0.209712,0.682097,-0.771370,0.871657,0
-0.531512,0.089233,0.609852,-0.768282,0.843807,0
-0.528841,0.078552,0.406862,-0.791799,0.823496,0
-0.528841,0.121979,0.250095,-0.824093,0.810867,0
-0.549806,0.165886,0.195748,-0.846091,0.828683,0
-0.564322,0.223499,0.362266,-0.847584,0.835455,0
-0.540111,0.283156,0.621762,-0.839908,0.797130,0
-0.509189,0.292790,0.738148,-0.813776,0.787381,0
-0.481777,0.332227,0.729449,-0.753471,0.759155,0
-0.450124,0.434045,0.604346,-0.701415,0.728627,0
-0.424230,0.438402,0.441629,-0.694539,0.739079,0
-0.439002,0.318190,0.279013,-0.716828,0.750980,0
-0.479184,0.227158,0.158835,-0.741824,0.781865,0
-0.502556,0.197432,0.264366,-0.753890,0.829551,0
-0.497358,0.262257,0.387834,-0.771640,0.823261,0
-0.486261,0.294400,0.418098,-0.820841,0.807259,0
-0.476607,0.321042,0.318302,-0.874816,0.764405,0
-0.448205,0.310829,0.115186,-0.888430,0.698273,0
-0.416036,0.262032,0.130319,-0.861326,0.670156,0
-0.416899,0.248978,0.214052,-0.824973,0.635875,0
-0.444238,0.322770,0.270464,-0.808140,0.632076,0
-0.461108,0.402644,0.167127,-0.781809,0.646371,0
-0.466262,0.414881,0.013209,-0.738057,0.653720,0
-0.472598,0.398306,-0.020216,-0.729002,0.663354,0
-0.482546,0.353423,0.109915,-0.777355,0.677769,0
-0.479030,0.323527,0.351693,-0.833710,0.687999,0
-0.459736,0.253679,0.453045,-0.835938,0.684824,0
-0.454706,0.250427,0.278545,-0.783266,0.668773,0
-0.471175,0.311402,0.123335,-0.762071,0.651925,0
-0.495763,0.464120,0.228396,-0.785428,0.660721,0
-0.504427,0.513814,0.422595,-0.827156,0.626382,0
-0.507503,0.499114,0.435018,-0.855296,0.658915,0
-0.503963,0.374118,0.357861,-0.872698,0.693141,0
-0.499204,0.202747,0.344249,-0.875465,0.692879,0
-0.489888,0.116606,0.386191,-0.856103,0.703450,0
-0.487853,0.108429,0.411608,-0.773464,0.688679,0
-0.458459,0.129274,0.451361,-0.591660,0.368360,0
-0.373206,0.087980,0.426590,-0.413162,0.139668,0
-0.287506,0.003814,0.257323,-0.402911,0.109936,0
-0.278129,0.043158,0.033142,-0.586551,0.141867,0
-0.341252,0.131444,-0.056231,-0.742346,0.379323,0
-0.424584,0.199944,0.057294,-0.802860,0.594731,0
-0.471368,0.168822,0.175034,-0.825215,0.631667,0
-0.486466,0.047699,0.259961,-0.851545,0.605633,0
-0.484720,-0.001886,0.197739,-0.887299,0.606413,0
-0.489540,-0.031941,0.154416,-0.904282,0.606774,0
-0.499723,0.088932,0.128043,-0.895545,0.634370,0
-0.504876,0.165719,0.103361,-0.867884,0.676146,0
-0.507172,0.180967,0.096996,-0.831774,0.705220,0
-0.511914,0.144205,0.179170,-0.823229,0.728849,0
-0.536488,0.141433,0.312643,-0.825696,0.737373,0
-0.575353,0.332129,0.343859,-0.822771,0.759677,0
-0.609380,0.505534,0.293003,-0.809239,0.782538,0
-0.606790,0.515283,0.204652,-0.799330,0.807976,0
-0.560618,0.331705,0.161172,-0.785989,0.809943,0
-0.520823,0.085630,0.093557,-0.775030,0.709200,0
-0.526059,-0.013305,0.068158,-0.755112,0.532310,0
-0.521784,-0.051706,-0.016001,-0.744605,0.369720,0
-0.503801,-0.028350,-0.228717,-0.726187,0.287003,0
-0.480513,0.028781,-0.301867,-0.674030,0.390066,0
-0.497422,0.024351,-0.040920,-0.660381,0.562089,0
-0.548605,0.016833,0.352860,-0.685197,0.704229,0
-0.543394,-0.003003,0.429213,-0.751018,0.768757,0
-0.521505,-0.054847,0.367192,-0.782067,0.698929,0
-0.494807,-0.046606,0.359297,-0.752635,0.600391,0
-0.513530,-0.047757,0.527358,-0.714081,0.561718,0
-0.536942,0.017905,0.513882,-0.706247,0.608030,0
-0.543847,0.057529,0.356612,-0.750038,0.710186,0
-0.530494,0.045236,0.181791,-0.793904,0.768455,0
-0.536707,-0.010722,0.224729,-0.823101,0.719352,0
-0.560919,-0.092481,0.414386,-0.845552,0.630734,0
-0.570710,-0.188988,0.588251,-0.849960,0.539444,0
-0.547582,-0.110554,0.522316,-0.839221,0.471079,0
-0.512434,0.068590,0.284723,-0.822957,0.423818,0
-0.501543,0.089585,0.121585,-0.837701,0.439470,0
-0.508378,0.000401,0.017116,-0.841880,0.444512,0
-0.485951,-0.181843,0.123461,-0.783413,0.416423,0
-0.419856,-0.234658,0.151258,-0.606569,0.377062,0
-0.334847,-0.322402,0.174395,-0.377448,0.346401,0
-0.256732,-0.435736,0.157017,-0.243953,0.317237,0
-0.228215,-0.445650,0.192804,-0.372640,0.306532,0
