RHOB,GR,DEPTH_MD,NPHI,PEF,DTC,cluster
-0.628687,0.224248,1624.192000,0.094595,-0.683939,0.632506,3
-0.611412,0.250881,1624.344000,-0.015742,-0.699385,0.724925,3
-0.530959,-0.007249,1624.496000,-0.070096,-0.687543,0.753593,3
-0.416507,0.052145,1624.648000,-0.104334,-0.622289,0.701031,3
-0.311790,0.019500,1624.800000,-0.086872,-0.587940,0.695171,3
-0.295346,0.241428,1624.952000,-0.114517,-0.582532,0.718650,3
-0.323975,0.253939,1625.104000,0.099571,-0.581625,0.787263,3
-0.403319,0.252109,1625.256000,0.298850,-0.601593,0.907540,3
-0.473046,0.109308,1625.408000,0.437800,-0.674579,0.961388,3
-0.513539,0.035261,1625.560000,0.536991,-0.772345,0.964527,3
-0.515304,0.117949,1625.712000,0.623085,-0.807486,0.935783,3
-0.510557,0.313607,1625.864000,0.662776,-0.817162,0.875733,3
-0.511344,0.538007,1626.016000,0.350220,-0.829739,0.832660,3
-0.522037,0.536316,1626.168000,0.224410,-0.823523,0.816496,3
-0.538590,0.363171,1626.320000,0.373065,-0.845983,0.772818,3
-0.567233,0.281652,1626.472000,0.414645,-0.847894,0.688658,3
-0.561781,0.356132,1626.624000,0.327068,-0.832835,0.541542,3
-0.509188,0.261583,1626.776000,0.198315,-0.680639,0.336583,3
-0.404573,-0.043379,1626.928000,0.108018,-0.468275,0.135816,3
-0.276949,-0.561920,1627.080000,0.046781,-0.334288,-0.042462,3
-0.178301,-0.664160,1627.232000,-0.241665,-0.334915,-0.091347,3
-0.118386,-0.491546,1627.384000,-0.347764,-0.388458,0.113939,3
-0.140084,-0.159322,1627.536000,-0.311057,-0.444808,0.369027,3
-0.237125,0.155139,1627.688000,0.001991,-0.565773,0.633104,3
-0.361937,0.183567,1627.840000,0.289054,-0.673320,0.898890,3
-0.449753,0.541250,1627.992000,0.397062,-0.737482,0.964036,3
-0.476236,0.591281,1628.144000,0.356682,-0.716823,1.011954,3
-0.452666,0.632410,1628.296000,0.390774,-0.676217,1.003259,3
-0.424482,0.452932,1628.448000,0.275956,-0.686033,0.978398,3
-0.407537,0.618460,1628.600000,0.391890,-0.730274,0.957545,3
-0.418518,0.745443,1628.752000,0.331076,-0.791496,0.947397,3
-0.451411,0.788201,1628.904000,0.342982,-0.805449,0.958576,3
-0.468906,0.561834,1629.056000,0.266824,-0.757228,0.954300,3
-0.455730,0.377024,1629.208000,0.272121,-0.725832,0.959392,3
-0.438310,0.322032,1629.360000,0.322436,-0.680819,0.952074,3
-0.443942,0.337525,1629.512000,0.267117,-0.714390,0.917105,3
-0.479895,0.409688,1629.664000,0.248598,-0.719486,0.912936,3
-0.505599,0.420850,1629.816000,0.398277,-0.760866,0.928457,3
-0.525999,0.504467,1629.968000,0.477288,-0.790786,0.916629,3
-0.518375,0.612110,1630.120000,0.486573,-0.813958,0.884235,3
-0.494982,0.578786,1630.272000,0.364357,-0.817349,0.842362,3
-0.466438,0.551659,1630.424000,0.339293,-0.774366,0.792404,3
-0.471986,0.476642,1630.576000,0.385846,-0.749827,0.774884,3
-0.494941,0.436920,1630.728000,0.397410,-0.730819,0.790153,3
-0.533696,0.637842,1630.880000,0.163731,-0.768179,0.825371,3
-0.549351,0.438811,1631.032000,0.065142,-0.781112,0.849015,3
-0.498134,0.482093,1631.184000,0.122257,-0.746537,0.840149,3
-0.431315,0.303699,1631.336000,0.383989,-0.715088,0.828351,3
-0.359272,0.467007,1631.488000,0.386718,-0.649434,0.777789,3
-0.297213,0.226638,1631.640000,0.205930,-0.571429,0.629504,3
-0.217548,0.009262,1631.792000,-0.004779,-0.521147,0.563965,3
-0.205560,-0.110944,1631.944000,0.106964,-0.563758,0.645612,3
-0.321043,-0.025783,1632.096000,0.213321,-0.639449,0.771722,3
-0.462343,0.102382,1632.248000,0.272787,-0.696090,0.950932,3
-0.524056,0.177154,1632.400000,0.192026,-0.712001,1.023173,3
-0.523763,0.203786,1632.552000,0.121327,-0.733920,0.971752,3
-0.518709,0.096256,1632.704000,0.267833,-0.716020,0.961297,3
-0.543254,0.119869,1632.856000,0.624150,-0.707449,0.929053,3
-0.546622,0.149065,1633.008000,0.798136,-0.720831,0.913146,3
-0.536884,0.230005,1633.160000,0.633754,-0.753251,0.939163,3
-0.524307,0.192263,1633.312000,0.365109,-0.771457,0.906942,3
-0.499202,0.241556,1633.464000,0.243295,-0.748184,0.904628,3
-0.517369,0.163446,1633.616000,0.472819,-0.739461,0.880271,3
-0.552577,0.082926,1633.768000,0.523764,-0.742401,0.850266,3
-0.583809,0.066471,1633.920000,0.731936,-0.742246,0.822300,3
-0.576002,0.082353,1634.072000,0.585029,-0.735157,0.828112,3
-0.560864,0.177217,1634.224000,0.383573,-0.699145,0.817515,3
-0.557253,0.240305,1634.376000,0.190055,-0.687367,0.820301,3
-0.542661,0.401717,1634.528000,0.307068,-0.657333,0.796558,3
-0.491095,0.458282,1634.680000,0.443501,-0.613635,0.750599,3
-0.422851,0.355611,1634.832000,0.383160,-0.584514,0.734870,3
-0.400698,0.306399,1634.984000,0.457446,-0.608855,0.711459,3
-0.430292,0.316388,1635.136000,0.524318,-0.657229,0.724010,3
-0.466184,0.250562,1635.288000,0.598095,-0.685211,0.755115,3
-0.497529,0.271144,1635.440000,0.390517,-0.705098,0.774461,3
-0.509635,0.109967,1635.592000,0.323713,-0.725023,0.746208,3
-0.515248,0.251422,1635.744000,0.131995,-0.729410,0.730459,3
-0.518243,0.216316,1635.896000,-0.005401,-0.694935,0.719882,3
-0.532497,0.375097,1636.048000,-0.044342,-0.676153,0.732357,3
-0.545459,0.259241,1636.200000,0.101518,-0.718425,0.745274,3
-0.535307,0.114925,1636.352000,0.330234,-0.762814,0.743115,3
-0.503772,-0.025128,1636.504000,0.405154,-0.753183,0.723218,3
-0.474678,-0.052902,1636.656000,0.422659,-0.711199,0.663671,3
-0.451094,0.006889,1636.808000,0.227207,-0.688216,0.609305,3
-0.455250,0.039541,1636.960000,0.061280,-0.723520,0.594159,3
-0.481409,0.119428,1637.112000,-0.069777,-0.744071,0.589651,3
-0.498392,0.199515,1637.264000,-0.192914,-0.752489,0.623861,3
-0.498126,0.264009,1637.416000,-0.254142,-0.759342,0.667190,3
-0.508987,0.282591,1637.568000,-0.026930,-0.767355,0.668337,3
-0.544591,0.169088,1637.720000,0.390067,-0.777170,0.664547,3
-0.572023,0.163383,1637.872000,0.593324,-0.764962,0.713561,3
-0.561886,0.212189,1638.024000,0.586442,-0.786690,0.701282,3
-0.541945,0.418458,1638.176000,0.523612,-0.829078,0.770011,3
-0.552555,0.510599,1638.328000,0.694370,-0.867537,0.812902,3
-0.576915,0.482550,1638.480000,0.670958,-0.870156,0.904111,3
-0.586997,0.503351,1638.632000,0.583615,-0.838714,0.985747,3
-0.588066,0.409439,1638.784000,0.524505,-0.816399,0.969880,3
-0.570433,0.321500,1638.936000,0.556557,-0.799461,0.977706,3
-0.567397,0.245246,1639.088000,0.572576,-0.796153,0.977901,3
-0.549874,0.187898,1639.240000,0.499885,-0.805702,0.930008,3
-0.553445,0.200820,1639.392000,0.472587,-0.775302,0.906043,3
-0.524203,0.049742,1639.544000,0.496655,-0.685154,0.898899,3
-0.494479,0.033057,1639.696000,0.321294,-0.605610,0.847655,3
-0.470255,0.043280,1639.848000,0.211056,-0.636491,0.854317,3
-0.514188,0.077944,1640.000000,0.181336,-0.698329,0.878133,3
-0.581869,0.048008,1640.152000,0.239316,-0.728294,0.881234,3
-0.625592,0.025902,1640.304000,0.236747,-0.742887,0.939482,3
-0.615103,-0.009963,1640.456000,0.156482,-0.782444,0.988379,3
-0.577443,0.112372,1640.608000,0.150944,-0.802338,0.986817,3
-0.542428,0.241210,1640.760000,0.161477,-0.779004,0.970722,3
-0.519466,0.345405,1640.912000,0.195044,-0.755797,0.949324,3
-0.494639,0.261219,1641.064000,0.241346,-0.736095,0.908648,3
-0.456251,0.131006,1641.216000,0.274164,-0.750046,0.862620,3
-0.423413,0.081900,1641.368000,0.409538,-0.772358,0.895718,3
-0.415297,0.081231,1641.520000,0.514184,-0.800115,0.874515,3
-0.446139,0.128732,1641.672000,0.608185,-0.804752,0.919891,3
-0.497447,0.040040,1641.824000,0.682015,-0.745469,0.985164,3
-0.477003,0.076593,1641.976000,0.728362,-0.594009,0.977060,3
-0.256135,0.047652,1642.128000,0.714195,-0.081404,0.740355,3
0.180808,0.160222,1642.280000,0.460712,0.044908,0.021293,3
0.549892,0.221983,1642.432000,0.113254,-0.253975,-0.043636,3
0.446056,0.254567,1642.584000,-0.131869,-0.593055,-0.016789,3
0.041064,0.252918,1642.736000,-0.096365,-0.766490,0.524181,3
-0.329742,0.281864,1642.888000,0.122827,-0.813669,0.841186,3
-0.517966,0.373767,1643.040000,0.357808,-0.811876,0.989084,3
-0.589792,0.424708,1643.192000,0.535925,-0.829272,1.060101,3
-0.638538,0.426048,1643.344000,0.794654,-0.835771,1.077491,3
-0.716367,0.318993,1643.496000,0.875357,-0.837216,1.065023,3
-0.814727,0.312502,1643.648000,0.732271,-0.824768,1.234118,3
-0.895849,0.279492,1643.800000,0.536511,-0.836223,1.059440,3
-0.921126,0.211375,1643.952000,0.431974,-0.883151,1.069586,3
-0.887729,0.033854,1644.104000,0.422767,-0.927210,1.121529,3
-0.835215,-0.092924,1644.256000,0.462646,-0.909739,1.032548,3
-0.788127,-0.204353,1644.408000,0.631765,-0.856144,1.057374,3
-0.778170,-0.213981,1644.560000,0.732961,-0.813374,1.111532,3
-0.782352,-0.156165,1644.712000,0.557990,-0.815848,1.044418,3
-0.755282,-0.033210,1644.864000,0.276751,-0.826894,1.077315,3
-0.684038,0.007431,1645.016000,0.196700,-0.737483,1.023182,3
-0.598601,-0.140293,1645.168000,0.241286,-0.560992,0.855771,3
-0.513968,-0.266657,1645.320000,0.223242,-0.327424,0.569467,3
-0.413730,-0.254083,1645.472000,0.164087,-0.280380,0.619759,3
-0.296474,-0.152666,1645.624000,0.075440,-0.429065,0.618630,3
-0.295180,0.089046,1645.776000,0.045018,-0.630980,0.796368,3
-0.416221,0.195594,1645.928000,0.077480,-0.789100,1.095090,3
-0.569579,0.266264,1646.080000,0.240919,-0.884414,1.156600,3
-0.638667,0.172892,1646.232000,0.250436,-0.894887,1.117710,3
-0.606858,0.179412,1646.384000,0.253765,-0.882099,1.082090,3
-0.553576,0.100441,1646.536000,0.148730,-0.860105,0.945210,3
-0.529747,0.082109,1646.688000,0.101986,-0.861220,0.851296,3
-0.551978,0.103230,1646.840000,-0.021228,-0.861864,0.796346,3
-0.604785,0.177187,1646.992000,-0.071022,-0.859066,0.788386,3
-0.654931,0.177951,1647.144000,0.109751,-0.863955,0.784541,3
-0.703276,0.016791,1647.296000,0.325888,-0.844073,0.780437,3
-0.717646,-0.034001,1647.448000,0.494586,-0.829214,0.738109,3
-0.713175,-0.060991,1647.600000,0.598514,-0.781367,0.687209,3
-0.699312,0.050879,1647.752000,0.630590,-0.776358,0.678630,3
-0.709728,0.113132,1647.904000,0.643341,-0.796389,0.651628,3
-0.730826,0.225923,1648.056000,0.653460,-0.819893,0.674134,3
-0.745932,0.295399,1648.208000,0.629720,-0.820517,0.678364,3
-0.739147,0.313693,1648.360000,0.665102,-0.794193,0.655642,3
-0.730790,0.248636,1648.512000,0.658120,-0.802551,0.616998,3
-0.724003,0.149989,1648.664000,0.585795,-0.809305,0.619689,3
-0.709143,0.099407,1648.816000,0.463768,-0.796772,0.717552,3
-0.711442,0.070742,1648.968000,0.461237,-0.798876,0.834508,3
-0.721183,0.082053,1649.120000,0.512905,-0.837397,0.895610,3
-0.722398,0.097478,1649.272000,0.480256,-0.881129,0.939388,3
-0.699725,0.310830,1649.424000,0.304588,-0.885238,0.978600,3
-0.659777,0.522802,1649.576000,0.231044,-0.860497,0.999194,3
-0.620137,0.633882,1649.728000,0.339249,-0.837295,0.922301,3
-0.572456,0.486281,1649.880000,0.459431,-0.774003,0.940045,3
-0.520513,0.294742,1650.032000,0.517237,-0.707954,0.830670,3
-0.475527,0.265729,1650.184000,0.645057,-0.679624,0.477757,3
-0.483428,0.373829,1650.336000,0.694100,-0.706888,0.642022,3
-0.527244,0.451483,1650.488000,0.640559,-0.725005,0.618337,3
-0.574597,0.536693,1650.640000,0.423061,-0.718975,0.787305,3
-0.618399,0.534056,1650.792000,0.418070,-0.716754,1.196896,3
-0.636714,0.569962,1650.944000,0.562312,-0.751306,1.140712,3
-0.634458,0.584377,1651.096000,0.588246,-0.769357,1.238260,3
-0.609794,0.728563,1651.248000,0.484306,-0.750929,1.247635,3
-0.583269,0.823045,1651.400000,0.405902,-0.701174,1.124995,3
-0.591751,0.702846,1651.552000,0.411264,-0.658290,0.981255,3
-0.638132,0.516120,1651.704000,0.375631,-0.641793,0.890173,3
-0.676631,0.378202,1651.856000,0.264678,-0.654624,0.864640,3
-0.671938,0.283968,1652.008000,0.205806,-0.714613,0.891322,3
-0.622744,0.325857,1652.160000,0.216056,-0.772521,0.961636,3
-0.582338,0.395826,1652.312000,0.349937,-0.766164,0.997114,3
-0.566168,0.480209,1652.464000,0.767870,-0.707148,0.933235,3
-0.575216,0.369100,1652.616000,1.247432,-0.645426,0.978339,3
-0.543538,0.151834,1652.768000,1.436745,-0.505653,0.942486,3
-0.453652,-0.006629,1652.920000,1.077912,-0.385830,0.402702,3
-0.309769,-0.091741,1653.072000,0.721745,-0.448482,0.327067,3
-0.250349,-0.078160,1653.224000,0.536894,-0.664811,0.304545,3
-0.318627,-0.016414,1653.376000,0.522795,-0.839489,0.350269,3
-0.458614,0.086505,1653.528000,0.422144,-0.867129,0.822918,3
-0.585496,0.206594,1653.680000,0.362888,-0.811530,1.044624,3
-0.657080,0.270210,1653.832000,0.417903,-0.762763,1.084188,3
-0.691405,0.256023,1653.984000,0.499774,-0.737957,1.110349,3
-0.698607,0.229519,1654.136000,0.494638,-0.740335,1.117389,3
-0.696277,0.252998,1654.288000,0.394037,-0.752506,1.073688,3
-0.684394,0.336032,1654.440000,0.263814,-0.761647,1.039785,3
-0.659644,0.340125,1654.592000,0.241213,-0.749405,1.021997,3
-0.620047,0.307676,1654.744000,0.348739,-0.723763,1.073756,3
-0.600679,0.283333,1654.896000,0.500670,-0.698005,1.116219,3
-0.613062,0.349099,1655.048000,0.531287,-0.709727,1.128389,3
-0.639587,0.341404,1655.200000,0.500501,-0.757580,1.133007,3
-0.655799,0.259466,1655.352000,0.370014,-0.782811,1.140275,3
-0.652843,0.193423,1655.504000,0.191362,-0.754413,1.128186,3
-0.640138,0.177322,1655.656000,0.108935,-0.689194,1.152059,3
-0.632710,0.187733,1655.808000,0.220217,-0.651170,1.140792,3
-0.637962,0.168380,1655.960000,0.375359,-0.662949,1.094716,3
-0.643185,0.178953,1656.112000,0.457286,-0.692138,1.066842,3
-0.623036,0.182245,1656.264000,0.459435,-0.711076,1.053183,3
-0.590589,0.134643,1656.416000,0.479708,-0.719849,1.057732,3
-0.574900,0.038304,1656.568000,0.438568,-0.743704,1.036416,3
-0.588174,-0.011055,1656.720000,0.339868,-0.788135,0.995961,3
-0.604636,0.109804,1656.872000,0.393663,-0.833864,0.927123,3
-0.599815,0.215832,1657.024000,0.524032,-0.850459,0.856048,3
-0.576569,0.240374,1657.176000,0.552127,-0.837860,0.775942,3
-0.558188,0.176563,1657.328000,0.433321,-0.814529,0.716138,3
-0.555948,0.177576,1657.480000,0.238528,-0.798620,0.651782,3
-0.559801,0.203817,1657.632000,0.108897,-0.805124,0.683803,3
-0.571870,0.142500,1657.784000,0.058051,-0.835506,0.697229,3
-0.590107,0.025465,1657.936000,0.065338,-0.869611,0.707638,3
-0.614981,-0.030426,1658.088000,0.157552,-0.898237,0.731895,3
-0.632486,-0.058460,1658.240000,0.228205,-0.911689,0.724796,3
-0.630247,-0.025236,1658.392000,0.287442,-0.914134,0.662297,3
-0.615204,-0.030538,1658.544000,0.328651,-0.904513,0.706245,3
-0.589916,-0.040466,1658.696000,0.298544,-0.879660,0.731043,3
-0.577975,-0.014880,1658.848000,0.271663,-0.848272,0.779754,3
-0.593587,-0.037588,1659.000000,0.246001,-0.830542,0.850812,3
-0.636962,-0.054677,1659.152000,0.226858,-0.845202,0.906751,3
-0.681507,-0.070118,1659.304000,0.206329,-0.877946,0.969848,3
-0.694993,-0.026868,1659.456000,0.139708,-0.888623,1.005876,3
-0.679415,0.033569,1659.608000,0.170527,-0.844224,1.045329,3
-0.656151,0.063651,1659.760000,0.361760,-0.785989,1.070376,3
-0.639501,0.069732,1659.912000,0.671731,-0.777093,1.083737,3
-0.625953,0.050723,1660.064000,0.926289,-0.820913,1.086497,3
-0.622589,-0.010124,1660.216000,0.981907,-0.862521,1.083535,3
-0.633266,-0.024861,1660.368000,0.922217,-0.879404,1.085597,3
-0.667508,0.041827,1660.520000,0.804926,-0.892819,1.101433,3
-0.708629,0.151687,1660.672000,0.649897,-0.891499,1.106027,3
-0.725893,0.210309,1660.824000,0.455764,-0.848386,1.088463,3
-0.710912,0.127658,1660.976000,0.413851,-0.777264,1.050133,3
-0.669989,-0.020964,1661.128000,0.557095,-0.732476,0.992407,3
-0.638622,-0.141037,1661.280000,0.756153,-0.746937,0.953252,3
-0.624904,-0.107169,1661.432000,0.863211,-0.798029,0.919022,3
-0.637695,0.005180,1661.584000,0.791850,-0.816551,0.854786,3
-0.698209,0.025879,1661.736000,0.587745,-0.750775,0.783210,3
-0.770587,-0.063882,1661.888000,0.372406,-0.631522,0.710062,3
-0.800150,-0.226449,1662.040000,0.271769,-0.560689,0.658653,3
-0.792826,-0.286444,1662.192000,0.242354,-0.598831,0.650090,3
-0.799970,-0.313376,1662.344000,0.243947,-0.694132,0.639482,3
-0.800024,-0.301010,1662.496000,0.173476,-0.744719,0.609634,3
-0.776896,-0.199445,1662.648000,0.147898,-0.737166,0.648323,3
-0.782864,-0.048383,1662.800000,0.151851,-0.730919,0.689234,3
-0.810936,0.007809,1662.952000,0.184724,-0.740940,0.720653,3
-0.814248,-0.139501,1663.104000,0.273481,-0.767743,0.782799,3
-0.791040,-0.316400,1663.256000,0.318948,-0.765216,0.820786,3
-0.762013,-0.354978,1663.408000,0.403437,-0.743061,0.852620,3
-0.759695,-0.175397,1663.560000,0.505983,-0.743365,0.926620,3
-0.770096,0.093538,1663.712000,0.601978,-0.750517,0.975261,3
-0.766334,0.290962,1663.864000,0.611649,-0.764326,0.998236,3
-0.761147,0.335779,1664.016000,0.360328,-0.768815,1.009593,3
-0.750506,0.281856,1664.168000,0.068584,-0.775389,1.017443,3
-0.768559,0.250934,1664.320000,0.012289,-0.792685,1.036154,3
-0.811420,0.243458,1664.472000,0.286574,-0.805272,1.043450,3
-0.835321,0.160066,1664.624000,0.601736,-0.793265,1.029840,3
-0.800808,0.074988,1664.776000,0.624276,-0.774330,1.010266,3
-0.726520,0.013157,1664.928000,0.485237,-0.756307,0.996095,3
-0.677568,-0.010817,1665.080000,0.434066,-0.747265,0.944298,3
-0.685782,-0.032289,1665.232000,0.553717,-0.728732,0.892484,3
-0.724164,-0.074401,1665.384000,0.560192,-0.731072,0.825586,3
-0.745640,-0.110483,1665.536000,0.356940,-0.764433,0.752702,3
-0.728521,-0.120686,1665.688000,0.184925,-0.794411,0.745295,3
-0.690381,-0.190398,1665.840000,0.240641,-0.788868,0.768725,3
-0.668876,-0.300955,1665.992000,0.488073,-0.763099,0.800031,3
-0.681010,-0.384788,1666.144000,0.595581,-0.775745,0.871602,3
-0.712706,-0.254656,1666.296000,0.512397,-0.821027,0.915064,3
-0.730384,-0.027687,1666.448000,0.458372,-0.866678,0.893407,3
-0.728961,0.122407,1666.600000,0.483239,-0.890704,0.837563,3
-0.710384,0.109395,1666.752000,0.510783,-0.883921,0.779946,3
-0.683293,0.095173,1666.904000,0.404755,-0.853851,0.763445,3
-0.661855,0.131310,1667.056000,0.294738,-0.836541,0.769902,3
-0.656396,0.140884,1667.208000,0.238328,-0.838823,0.807995,3
-0.655062,0.062043,1667.360000,0.270179,-0.879986,0.865302,3
-0.652189,0.017721,1667.512000,0.283331,-0.906822,0.903951,3
-0.655418,0.013184,1667.664000,0.312142,-0.890797,0.928855,3
-0.675484,0.035581,1667.816000,0.306032,-0.856275,0.962270,3
-0.683759,0.014505,1667.968000,0.228429,-0.825061,0.966773,3
-0.658503,0.040668,1668.120000,0.186616,-0.823875,0.995400,3
-0.629041,0.048446,1668.272000,0.258988,-0.816563,1.025748,3
-0.632238,0.111506,1668.424000,0.334179,-0.783099,1.007218,3
-0.687467,0.048777,1668.576000,0.363938,-0.772215,0.980169,3
-0.766992,0.017023,1668.728000,0.347463,-0.775201,0.926680,3
-0.842695,-0.056279,1668.880000,0.419897,-0.761646,0.874091,3
-0.889885,-0.138772,1669.032000,0.566793,-0.703786,0.846958,3
-0.866160,-0.201037,1669.184000,0.554805,-0.659013,0.786722,3
-0.796935,-0.340144,1669.336000,0.444615,-0.693506,0.717295,3
-0.721585,-0.333292,1669.488000,0.378103,-0.756412,0.625408,3
-0.703009,-0.267272,1669.640000,0.417940,-0.733735,0.542604,3
-0.718525,-0.156734,1669.792000,0.496096,-0.621632,0.524648,3
-0.755059,-0.159271,1669.944000,0.456871,-0.533698,0.550427,3
-0.789329,-0.168187,1670.096000,0.412271,-0.560799,0.632333,3
-0.788884,-0.220975,1670.248000,0.418145,-0.670148,0.685398,3
-0.732958,-0.257154,1670.400000,0.488379,-0.746190,0.685552,3
-0.673962,-0.290280,1670.552000,0.534145,-0.770132,0.691680,3
-0.652512,-0.204569,1670.704000,0.583080,-0.794150,0.656851,3
-0.658653,-0.072868,1670.856000,0.392896,-0.829925,0.627496,3
-0.665260,0.080838,1671.008000,0.113244,-0.866958,0.666118,3
-0.654245,0.270089,1671.160000,-0.093808,-0.872241,0.746148,3
-0.640738,0.407993,1671.312000,0.009669,-0.850334,0.822636,3
-0.630846,0.436539,1671.464000,0.193606,-0.826280,0.853351,3
-0.634184,0.322073,1671.616000,0.342192,-0.805768,0.868411,3
-0.638781,0.243898,1671.768000,0.477987,-0.813817,0.887445,3
-0.643047,0.183835,1671.920000,0.569178,-0.847057,0.903098,3
-0.637690,0.120476,1672.072000,0.560696,-0.890438,0.896794,3
-0.635335,-0.007189,1672.224000,0.349711,-0.930733,0.877684,3
-0.625595,-0.006611,1672.376000,0.351419,-0.940966,0.862032,3
-0.634238,-0.039712,1672.528000,0.358237,-0.882646,0.846406,3
-0.701140,-0.017802,1672.680000,0.491463,-0.719294,0.830749,3
-0.821238,-0.055729,1672.832000,0.634379,-0.516762,0.815072,3
-0.912949,-0.040440,1672.984000,0.806666,-0.363861,0.797278,3
-0.903380,-0.158012,1673.136000,0.673676,-0.277302,0.792580,3
-0.691537,-0.144466,1673.288000,0.203184,-0.358229,0.796719,3
-0.423576,-0.212074,1673.440000,-0.122787,-0.517271,0.797717,3
-0.299999,-0.068147,1673.592000,-0.096702,-0.688812,0.798716,3
-0.420455,-0.077173,1673.744000,0.139465,-0.752420,0.799714,3
-0.577620,-0.074586,1673.896000,0.368354,-0.757072,0.800097,3
-0.629032,-0.078996,1674.048000,0.493901,-0.773976,0.802125,3
-0.621199,0.021855,1674.200000,0.639535,-0.786249,0.801975,3
-0.617318,0.178495,1674.352000,0.668473,-0.775996,0.802143,3
-0.632078,0.247473,1674.504000,0.625198,-0.759425,0.806096,3
-0.669073,0.283987,1674.656000,0.463587,-0.766668,0.805967,3
-0.696622,0.266172,1674.808000,0.376081,-0.768037,0.804709,3
-0.686748,0.252537,1674.960000,0.319252,-0.726970,0.806039,3
-0.643816,0.164928,1675.112000,0.298349,-0.706976,0.807368,3
-0.639508,0.111013,1675.264000,0.372768,-0.733461,0.807949,3
-0.637621,0.063359,1675.416000,0.683240,-0.790796,0.807950,3
-0.629147,0.094747,1675.568000,0.815285,-0.791604,0.807987,3
-0.590901,0.001090,1675.720000,0.862870,-0.758756,0.809898,3
-0.574794,-0.056953,1675.872000,0.742109,-0.749194,0.813166,3
-0.591190,-0.016813,1676.024000,0.696415,-0.763138,0.815775,3
-0.629798,0.201938,1676.176000,0.531461,-0.774966,0.818384,3
-0.660686,0.319320,1676.328000,0.366095,-0.776787,0.815908,3
-0.665270,0.211575,1676.480000,0.586929,-0.766445,0.813803,3
-0.666684,0.089966,1676.632000,0.767822,-0.740379,0.817719,3
-0.669943,0.019933,1676.784000,0.771925,-0.726524,0.818784,3
-0.695939,0.041545,1676.936000,0.625803,-0.759511,0.816826,3
-0.722443,0.097493,1677.088000,0.526661,-0.822713,0.817652,3
-0.744506,0.192490,1677.240000,0.406582,-0.837126,0.820658,3
-0.747722,0.192332,1677.392000,0.178506,-0.775421,0.822645,3
-0.719393,0.135774,1677.544000,0.154376,-0.680193,0.823648,3
-0.708746,0.094081,1677.696000,0.327209,-0.625963,0.821827,3
-0.707633,0.163271,1677.848000,0.515725,-0.652458,0.821532,3
-0.722971,0.212842,1678.000000,0.555810,-0.682969,0.821817,3
-0.728543,0.163409,1678.152000,0.448292,-0.730297,0.814406,3
-0.726217,0.107682,1678.304000,0.287032,-0.765449,0.797294,3
-0.725640,0.044325,1678.456000,0.175166,-0.783523,0.764976,3
-0.710509,-0.054692,1678.608000,0.153645,-0.783523,0.746589,3
-0.724446,-0.093939,1678.760000,0.115074,-0.796376,0.772229,3
-0.749139,-0.141560,1678.912000,0.065006,-0.823572,0.817009,3
-0.766233,-0.057662,1679.064000,0.039675,-0.816108,0.839835,3
-0.726547,0.003842,1679.216000,0.100805,-0.773910,0.826841,3
-0.674067,0.052703,1679.368000,0.235459,-0.750909,0.819196,3
-0.645177,0.105396,1679.520000,0.283773,-0.713076,0.793133,3
-0.622848,0.077510,1679.672000,0.278633,-0.708061,0.764778,3
-0.611421,0.135722,1679.824000,0.143817,-0.720953,0.782174,3
-0.603736,0.053346,1679.976000,0.166213,-0.756391,0.795996,3
-0.606275,0.062003,1680.128000,0.251533,-0.774598,0.820160,3
-0.633012,0.036516,1680.280000,0.243315,-0.778586,0.856175,3
-0.654979,0.064031,1680.432000,0.213624,-0.780871,0.798950,3
-0.662823,0.098606,1680.584000,0.342958,-0.739506,0.847604,3
-0.623255,0.009663,1680.736000,0.462937,-0.697247,1.106368,3
-0.598759,0.031105,1680.888000,0.353451,-0.725661,1.090691,3
-0.606758,0.056075,1681.040000,0.087646,-0.797384,1.024132,3
-0.646241,-0.007211,1681.192000,0.095410,-0.808855,0.946529,3
-0.652376,0.001287,1681.344000,0.265384,-0.767625,0.816573,3
-0.644730,-0.101059,1681.496000,0.517400,-0.705990,0.679505,3
-0.612753,-0.015829,1681.648000,0.485277,-0.682518,0.628472,3
-0.603515,0.123886,1681.800000,0.473761,-0.596103,0.671895,3
-0.602712,0.043455,1681.952000,0.387085,-0.555921,0.815186,3
-0.626439,0.126532,1682.104000,0.502290,-0.570956,0.895790,3
-0.643627,0.002559,1682.256000,0.581124,-0.677583,0.890648,3
-0.664539,0.018575,1682.408000,0.692044,-0.751906,0.859083,3
-0.674365,-0.125214,1682.560000,0.597783,-0.778432,0.824592,3
-0.650015,-0.174667,1682.712000,0.456702,-0.762424,0.812359,3
-0.580153,-0.124935,1682.864000,0.228265,-0.730469,0.763396,3
-0.514296,-0.020000,1683.016000,0.113761,-0.694687,0.648071,3
-0.505998,-0.011708,1683.168000,0.111146,-0.708093,0.552560,3
-0.569951,0.181989,1683.320000,0.180961,-0.759918,0.556472,3
-0.623601,0.205210,1683.472000,0.505557,-0.820628,0.599436,3
-0.640317,0.170682,1683.624000,0.606936,-0.812422,0.659118,3
-0.613225,-0.019195,1683.776000,0.471533,-0.780892,0.754689,3
-0.587390,0.041131,1683.928000,0.353152,-0.744366,0.889373,3
-0.596012,0.075005,1684.080000,0.436056,-0.759290,0.938806,3
