r,g,b
133,132,74
69,80,48
36,87,67
100,59,86
114,112,104
142,145,149
53,54,20
98,16,4
15,15,9
76,74,34
13,7,186
157,161,125
53,57,21
88,5,0
178,175,131
44,97,154
134,137,122
172,172,126
29,14,152
51,27,175
203,101,126
163,164,120
204,202,168
161,159,105
33,107,255
181,181,141
72,72,18
15,11,0
209,168,75
172,170,122
181,181,135
18,43,29
160,197,255
148,150,104
150,190,255
57,55,14
183,176,127
41,38,24
87,91,144
189,190,151
178,175,131
171,170,119
150,188,252
108,109,53
159,163,122
54,58,22
89,67,246
122,160,214
190,188,148
166,180,233
169,184,230
118,153,219
180,177,132
198,198,158
69,71,29
147,110,28
122,155,224
149,187,251
199,198,160
90,142,218
170,184,237
171,170,119
50,50,50
22,16,3
178,175,131
19,16,11
203,212,255
181,177,136
205,200,202
167,163,114
162,160,112
90,89,63
82,88,63
140,140,86
170,169,119
78,81,32
56,74,127
55,56,22
105,143,207
111,152,215
97,144,225
194,193,155
7,9,3
184,190,203
73,72,46
200,197,159
179,179,133
204,168,198
80,82,36
130,127,72
182,179,135
182,183,141
69,106,186
114,117,172
0,1,0
61,62,20
164,164,116
20,17,2
4,181,8
189,188,137
4,0,0
171,170,119
103,104,48
159,195,255
0,189,0
181,178,133
244,123,114
14,203,248
172,169,125
171,170,120
197,196,158
7,5,5
76,82,127
11,53,35
199,197,162
60,87,221
83,24,32
255,255,128
139,171,220
150,184,244
157,161,126
204,203,169
127,137,191
59,63,27
169,185,232
109,107,53
52,49,34
59,74,130
13,9,4
152,179,123
43,255,244
172,168,120
15,14,0
105,153,225
36,32,3
151,154,105
2,7,0
164,163,113
34,36,7
11,2,5
193,88,91
174,172,124
123,126,181
143,140,89
1,143,250
200,198,163
141,140,82
128,129,95
134,134,134
168,163,114
156,160,124
4,18,136
119,123,71
182,181,137
84,82,41
182,179,135
106,153,227
51,54,15
81,80,29
2,0,0
107,228,248
151,150,94
33,35,6
102,141,193
177,176,126
13,16,1
174,147,126
96,146,222
171,187,240
33,34,24
53,54,12
158,104,81
55,59,23
1,5,0
30,31,29
182,179,134
9,4,6
172,172,126
10,176,207
142,144,108
172,171,121
125,127,81
200,199,161
55,56,22
33,35,6
162,160,120
160,158,104
144,184,249
198,198,158
159,158,107
150,168,233
194,192,152
198,198,158
72,74,55
164,163,113
64,112,176
252,253,244
130,133,88
106,106,58
159,162,123
15,32,11
251,255,255
181,178,134
142,145,96
104,144,203
132,132,78
86,94,147
189,187,147
83,85,33
56,61,22
26,59,169
162,159,114
77,78,36
7,20,148
178,178,132
182,183,141
35,36,10
53,57,21
179,168,118
55,54,40
179,176,132
147,190,255
12,175,243
137,138,88
177,177,137
131,130,72
53,76,138
175,172,127
183,183,137
173,90,152
151,154,105
82,84,54
134,130,255
189,187,147
164,164,116
57,58,19
30,89,68
177,191,240
109,108,50
18,15,1
236,193,160
64,66,46
112,152,210
0,0,0
167,163,114
199,197,163
159,183,229
64,95,146
180,180,134
124,82,83
1,114,254
147,148,98
165,163,115
92,91,40
30,29,3
2,1,0
151,190,252
185,180,135
151,189,254
164,163,112
167,166,115
180,179,135
127,83,12
61,123,187
161,175,227
66,100,255
8,255,255
7,5,0
128,86,87
149,173,233
135,136,97
98,149,222
159,164,132
169,185,231
205,203,169
105,149,210
23,17,4
154,153,97
97,92,153
131,131,131
183,173,133
204,203,169
138,137,81
181,178,134
202,201,163
201,202,163
164,162,114
56,81,215
134,169,219
178,175,130
169,168,124
103,96,157
209,195,189
61,55,12
65,81,128
102,13,2
48,105,150
156,173,216
134,136,100
179,176,131
72,74,28
140,139,88
141,140,119
179,177,129
131,169,223
173,163,153
113,138,118
74,83,40
51,49,31
171,170,119
73,75,33
177,174,129
100,139,201
134,168,221
153,156,107
171,192,244
183,180,142
9,11,5
177,173,124
175,177,131
169,167,126
53,57,22
141,140,82
229,158,95
201,199,164
57,109,156
180,177,132
94,69,251
64,61,40
145,143,85
127,125,90
136,137,87
120,121,71
196,194,159
86,89,39
41,42,10
182,179,134
182,179,135
186,187,145
179,177,129
33,35,6
158,160,118
2,183,1
158,156,102
199,197,163
168,165,114
155,159,130
125,164,216
95,95,41
155,125,106
167,163,115
170,169,119
171,171,125
28,29,20
152,155,110
160,163,124
163,164,122
172,168,119
133,138,87
199,197,162
72,81,125
3,7,2
201,199,164
27,17,123
51,126,110
186,183,138
196,201,192
173,173,125
111,149,203
183,182,138
177,174,130
157,161,126
136,177,250
153,156,106
199,197,162
172,171,121
179,180,138
127,167,219
181,182,140
170,170,130
25,29,4
255,255,128
122,125,70
31,32,6
180,179,135
109,110,54
8,9,7
144,143,87
55,56,22
134,134,134
199,197,163
61,57,212
173,187,240
31,219,254
139,174,237
148,150,98
71,74,29
168,164,123
197,196,158
64,69,24
2,2,2
163,179,226
126,132,85
15,15,3
179,176,131
60,62,26
123,126,57
165,164,114
176,176,130
80,50,203
149,144,146
148,169,23
161,165,130
255,255,255
4,0,72
1,4,2
185,181,133
132,135,96
167,181,234
178,176,128
63,34,243
192,191,153
135,162,229
112,159,227
129,133,92
37,0,146
188,191,175
185,183,143
178,175,130
174,172,124
154,185,124
176,171,132
172,171,121
197,197,161
169,169,123
43,44,28
63,67,25
228,216,210
171,170,119
56,103,154
144,188,251
102,135,180
42,43,11
127,143,89
199,198,160
162,173,110
82,137,218
156,152,103
51,53,17
23,23,17
153,160,123
196,196,156
137,149,155
197,195,160
52,53,19
110,57,71
162,171,235
216,228,234
136,136,136
16,12,1
48,97,143
139,177,249
178,179,140
180,179,135
53,56,31
81,81,33
153,155,109
164,163,113
176,174,126
179,177,129
206,199,184
200,197,159
143,142,86
94,146,222
175,173,125
80,78,37
181,179,131
32,43,171
184,183,133
132,159,226
132,168,228
58,57,13
141,144,94
126,157,226
113,115,56
162,166,131
93,92,36
164,127,42
112,111,53
106,107,57
177,174,129
253,255,252
159,161,115
149,189,254
136,139,90
98,145,219
61,62,20
205,204,170
58,56,22
60,23,233
92,139,213
197,195,161
53,100,151
181,178,134
174,170,121
37,0,148
37,37,7
135,165,230
89,216,194
57,31,215
164,162,114
184,184,138
67,68,24
212,220,255
183,180,136
172,170,122
126,128,92
122,76,5
144,186,255
145,147,95
163,169,120
200,198,164
48,44,43
38,163,84
138,180,227
144,188,249
117,155,209
179,176,131
17,16,2
199,197,163
56,107,170
186,187,145
156,159,114
160,163,124
178,178,132
196,207,251
166,164,110
195,194,156
162,165,119
255,255,255
179,177,129
244,248,249
171,171,123
155,158,126
181,178,133
62,63,21
0,255,255
248,250,250
82,82,36
100,147,221
159,183,235
36,20,4
6,4,3
145,77,108
171,170,119
160,175,224
80,86,129
130,135,90
55,60,21
180,180,134
248,250,250
128,255,0
20,17,2
78,86,126
171,172,156
54,55,21
47,104,160
55,102,156
178,178,132
197,196,158
153,154,110
242,248,253
165,165,119
145,148,109
121,120,62
210,164,53
199,198,160
143,146,97
196,122,66
149,190,253
154,153,109
206,198,151
188,188,148
10,16,223
171,169,121
65,65,29
77,80,31
162,158,164
145,189,243
131,131,131
43,43,27
239,231,224
159,162,170
201,211,255
26,28,9
71,73,27
186,187,145
95,98,49
176,174,126
198,209,253
138,139,89
202,200,165
168,167,117
132,135,96
230,126,203
3,1,185
167,185,232
198,199,167
99,100,44
63,80,131
150,146,218
156,156,108
7,8,0
9,35,22
104,78,64
79,81,39
165,166,126
198,197,159
126,125,74
178,178,130
115,150,223
164,163,113
187,185,145
64,71,26
106,152,223
197,195,160
49,46,48
161,180,225
162,160,112
238,203,169
121,152,213
108,96,108
175,172,127
199,195,160
105,104,48
119,120,64
191,189,148
139,167,232
175,172,127
67,69,23
112,113,57
142,145,96
22,22,10
138,176,224
92,93,59
172,172,126
56,116,176
216,226,236
132,135,244
55,56,22
140,174,220
158,191,236
177,174,129
242,10,236
173,171,123
160,174,223
19,16,2
176,174,126
197,123,69
138,139,89
200,198,163
1,172,252
92,91,40
54,55,21
185,182,137
5,184,0
177,174,129
82,80,39
55,126,194
199,197,162
172,173,129
182,178,137
180,177,133
160,161,111
182,144,144
203,201,171
255,254,255
168,167,117
180,179,135
30,101,84
90,89,39
155,193,255
78,89,127
195,195,155
5,7,0
195,193,158
161,165,124
52,56,21
154,195,255
129,129,129
173,171,123
138,139,89
163,161,113
89,85,36
202,211,254
181,180,136
66,67,27
84,85,35
190,186,138
15,14,0
150,186,255
62,63,19
180,177,133
180,179,135
170,167,122
81,90,128
56,114,179
163,162,112
75,77,55
198,198,158
55,58,19
171,170,120
43,43,13
165,164,114
143,172,229
139,142,93
156,174,235
51,52,18
179,177,129
201,200,162
70,72,26
198,197,159
149,162,230
162,164,118
28,18,124
147,145,91
158,162,126
166,165,115
105,95,95
201,200,162
199,197,162
196,194,163
16,14,3
171,170,119
110,116,169
165,79,167
8,6,5
180,179,135
10,10,0
49,105,160
64,69,24
156,160,119
23,67,28
104,145,207
197,196,162
170,163,113
178,178,130
178,177,133
165,164,114
134,137,92
127,127,127
63,66,27
75,85,38
139,138,82
207,215,252
127,167,219
94,93,37
182,178,184
162,162,114
206,214,254
145,169,229
101,62,0
139,138,80
91,126,199
153,154,104
165,163,115
202,201,163
97,97,67
67,82,144
18,18,4
148,149,99
176,190,243
192,190,150
96,96,42
0,1,0
189,189,141
42,43,11
181,180,136
53,57,21
147,187,252
101,137,191
15,14,0
201,200,162
12,12,0
6,5,0
169,167,119
152,193,255
172,168,119
144,204,198
163,161,113
78,88,128
107,106,108
136,139,90
58,105,159
100,147,221
172,169,124
132,175,218
50,75,209
129,161,227
191,188,143
239,245,240
37,39,20
31,0,133
165,163,115
172,171,121
241,161,150
67,54,206
229,213,207
164,160,112
145,114,91
53,97,150
171,172,128
129,133,92
151,154,109
48,92,139
177,177,131
164,160,112
101,102,52
136,139,90
164,168,133
177,175,127
35,38,13
141,144,95
27,27,3
191,179,125
174,188,241
165,179,227
57,30,223
162,160,112
173,170,125
156,159,120
81,81,35
168,164,116
157,161,125
205,105,127
199,197,162
14,33,16
172,170,122
192,190,142
195,194,156
176,173,128
34,29,8
64,69,24
172,170,122
161,165,130
131,170,222
151,152,102
178,175,131
2,136,106
199,197,163
138,139,89
161,163,121
199,197,163
143,144,94
176,175,125
2,5,3
16,16,4
97,141,224
138,139,89
80,52,205
207,216,254
185,183,135
191,191,151
255,255,255
79,117,195
162,93,168
175,174,124
88,150,72
160,157,212
174,171,133
53,56,24
54,55,16
155,159,118
178,174,126
247,249,249
55,57,28
38,37,9
118,91,77
205,204,170
182,179,135
110,184,232
195,194,156
165,164,114
160,170,248
30,31,5
61,65,24
51,52,18
161,159,105
6,21,148
183,181,141
115,217,212
12,10,9
64,65,21
201,200,162
86,88,59
178,175,130
198,198,158
108,209,207
86,54,213
115,159,212
152,153,167
77,112,178
165,169,133
166,166,120
54,79,213
85,82,31
173,170,125
53,53,17
140,140,86
201,199,164
175,165,117
172,171,120
157,70,136
2,0,179
107,141,200
126,155,109
0,139,108
96,142,220
181,178,134
69,70,26
181,178,133
185,183,135
54,55,15
148,93,216
4,3,0
148,166,227
172,186,238
158,155,104
147,165,230
149,151,105
60,64,23
41,86,67
177,177,131
255,246,186
65,65,25
191,191,151
0,0,255
84,87,72
186,185,141
160,159,103
5,2,0
139,141,105
62,120,186
92,103,40
37,38,4
72,156,121
167,183,225
56,97,146
134,133,75
50,50,14
84,83,32
157,162,123
2,0,0
117,116,88
183,180,135
69,92,138
4,0,72
63,123,183
124,160,220
203,213,253
5,175,246
152,166,218
178,179,137
170,167,122
177,176,126
177,175,127
144,184,249
171,166,127
106,129,185
0,128,0
202,201,163
108,105,74
135,139,90
47,68,120
157,161,125
77,73,54
201,200,162
176,174,126
199,209,249
41,86,129
135,164,231
116,115,57
53,104,147
156,160,125
80,40,0
60,61,22
172,186,234
162,161,110
156,112,95
76,79,30
188,184,136
38,37,9
99,96,41
0,255,255
149,185,245
178,176,128
143,145,103
125,130,98
175,172,127
67,69,23
145,146,102
196,195,157
98,138,203
203,201,171
181,181,135
193,177,164
19,19,1
102,149,223
19,67,55
183,183,137
167,188,250
84,83,32
90,93,38
165,163,109
38,39,7
154,149,104
91,126,194
177,175,127
178,175,131
244,192,185
172,186,239
163,160,115
165,165,117
50,94,141
56,110,165
136,134,80
6,4,3
64,66,24
85,84,33
174,173,123
119,160,223
135,136,92
66,123,179
185,181,133
109,110,54
255,128,0
148,188,253
150,149,98
53,56,24
0,182,2
68,77,121
50,51,9
27,87,56
61,60,46
184,182,134
10,9,0
165,163,115
16,13,9
180,179,135
147,188,251
158,162,126
201,200,162
206,216,255
0,255,255
179,177,129
85,94,132
233,189,152
218,201,192
59,58,20
197,195,160
170,169,119
129,132,93
99,137,195
195,207,249
32,29,1
183,182,138
142,144,98
70,69,31
194,192,157
201,200,162
52,54,18
78,141,61
196,194,159
19,16,2
98,151,224
182,179,135
123,164,227
169,183,236
142,141,85
205,204,170
183,183,137
122,153,102
101,104,49
134,165,218
164,162,114
63,68,23
104,153,221
15,54,32
170,169,119
169,183,236
6,10,0
38,41,25
64,66,47
57,79,214
114,113,62
143,142,86
177,175,127
255,0,255
180,177,132
80,94,130
68,70,58
6,5,0
17,18,9
148,149,117
3,4,0
148,185,229
255,255,255
163,165,119
86,88,36
175,173,125
178,175,130
51,89,137
116,160,213
152,153,109
59,60,20
64,64,24
40,58,111
186,182,141
100,102,56
96,140,223
168,182,235
102,136,195
179,179,131
179,177,129
121,155,225
7,5,4
96,146,222
61,128,197
133,135,99
177,177,129
183,180,136
149,147,89
0,192,0
51,90,135
35,36,20
155,174,235
180,181,139
176,175,125
17,14,0
160,160,136
57,119,183
182,179,135
25,34,21
29,68,47
157,162,123
35,34,6
41,44,236
160,163,124
135,133,79
58,117,179
154,157,125
170,170,122
208,212,206
175,174,124
57,57,17
75,117,194
15,14,0
46,46,28
207,219,225
176,173,128
52,103,165
77,77,53
182,179,135
55,56,16
124,155,224
174,173,123
197,109,155
119,123,174
181,181,133
158,162,127
202,201,163
175,173,125
159,188,232
151,170,221
5,2,0
162,165,126
161,160,109
155,190,255
198,197,163
148,147,89
162,165,119
192,193,151
3,0,2
13,13,1
163,166,116
97,113,166
32,33,7
183,180,136
158,161,111
168,166,125
58,105,156
180,177,132
182,182,134
205,204,170
164,164,116
130,131,91
159,163,121
59,58,24
81,22,30
136,166,231
136,139,89
80,80,32
138,135,84
183,180,135
195,193,162
173,172,122
58,62,21
100,150,226
142,145,96
56,58,22
17,195,248
138,137,81
143,142,86
153,167,220
170,186,232
8,10,0
140,138,84
102,95,156
178,175,131
168,163,114
136,135,77
226,103,69
81,88,127
57,56,22
24,28,23
201,200,162
70,115,182
150,151,101
76,77,51
33,35,6
80,49,210
65,67,25
55,103,155
66,66,18
50,50,14
216,115,140
82,80,26
150,95,218
114,151,219
166,162,114
30,20,10
172,172,124
172,169,255
150,106,29
133,134,94
172,172,132
205,204,170
174,174,128
172,172,132
128,255,0
125,152,208
110,212,207
68,74,33
53,57,22
63,64,24
84,84,36
109,112,96
188,190,144
161,163,121
132,137,92
104,67,171
91,93,41
14,0,191
63,67,25
153,161,221
122,226,255
155,159,118
136,159,227
130,134,93
159,162,123
7,7,0
138,137,141
153,147,82
19,40,25
102,150,222
113,152,214
190,163,143
183,180,136
114,146,199
146,146,100
163,162,112
146,144,86
165,163,115
177,178,139
195,194,160
82,83,67
183,181,147
171,170,119
200,196,161
67,104,254
138,177,239
102,91,101
76,82,129
170,169,119
20,18,0
102,102,102
95,143,225
178,175,131
176,174,126
147,187,252
139,142,97
88,88,42
102,95,156
198,197,159
182,179,135
128,167,219
153,152,94
171,169,121
154,162,222
178,175,131
172,170,122
95,29,11
182,178,137
125,129,93
149,151,99
15,14,4
0,106,251
128,172,226
149,151,105
183,181,133
106,110,105
179,176,131
132,142,96
179,178,134
204,203,169
64,65,21
171,170,119
151,167,114
52,53,14
177,174,129
80,80,56
131,162,231
71,72,30
129,162,225
137,136,86
149,150,110
75,78,29
92,87,149
20,17,2
1,1,1
71,84,130
199,197,162
232,240,247
37,36,22
137,149,155
97,194,250
67,112,169
16,14,3
38,41,16
179,176,131
30,217,255
133,135,189
167,163,114
115,146,167
182,179,134
100,79,57
125,125,125
132,135,96
16,40,30
199,198,160
60,55,216
120,120,60
135,127,127
115,150,218
0,128,0
205,203,169
172,172,126
37,33,4
50,49,39
121,126,71
139,140,84
97,157,227
168,182,235
54,53,15
55,56,22
162,161,110
91,91,37
113,149,203
93,93,39
84,138,209
64,68,27
61,127,126
116,151,219
161,172,229
180,181,142
158,162,126
197,197,157
169,170,120
167,163,114
182,179,134
171,170,120
50,50,14
201,199,164
16,7,188
206,206,170
182,179,135
182,178,137
38,0,142
5,20,153
140,180,245
199,197,163
36,35,9
180,177,132
232,188,151
91,90,39
178,175,131
180,177,132
116,116,68
144,147,102
186,186,140
147,149,97
204,214,254
19,16,1
123,122,72
117,118,68
196,196,156
38,97,76
178,175,131
140,159,18
48,46,28
179,177,129
166,165,114
36,84,72
120,157,215
183,182,138
238,221,81
179,176,131
119,151,216
20,17,2
141,144,99
47,45,21
99,148,218
37,40,8
89,128,196
26,60,36
51,55,20
56,83,217
255,248,188
187,186,142
136,138,79
50,111,173
169,173,114
15,13,3
84,86,40
201,200,162
104,144,197
34,36,6
134,143,207
178,192,240
170,169,118
96,149,222
91,86,147
125,165,224
148,157,221
61,126,194
101,96,157
129,132,86
97,90,151
97,142,199
179,180,138
128,128,128
178,178,132
112,154,219
114,117,62
65,67,21
187,184,146
142,161,218
171,170,120
182,179,135
134,170,218
52,54,18
132,161,228
96,151,226
89,67,246
171,184,240
52,56,20
103,147,206
53,55,19
183,181,133
49,51,15
74,75,31
37,89,72
20,17,2
245,124,104
146,150,139
54,75,137
180,177,132
167,163,115
141,176,239
94,124,189
15,14,0
179,176,131
194,193,155
103,134,203
118,155,213
124,127,182
109,108,50
151,189,253
1,255,252
181,181,133
201,200,162
135,134,96
113,152,221
178,175,131
195,193,153
165,181,234
47,47,33
22,20,2
135,177,222
199,197,162
156,172,225
55,59,24
201,196,165
60,64,23
192,192,152
204,212,252
150,151,101
139,141,95
200,198,164
143,143,89
81,83,31
105,136,199
148,146,158
205,213,253
173,172,122
178,179,129
184,185,143
181,178,133
161,159,111
114,113,63
169,183,231
47,96,74
172,188,231
230,186,149
201,199,164
130,165,229
177,176,126
199,197,162
180,178,130
66,66,20
56,103,154
193,192,154
136,139,90
65,96,149
137,136,80
0,5,162
73,82,125
185,183,142
139,141,89
226,88,66
48,75,132
55,105,158
11,170,196
117,120,71
8,3,12
193,192,166
62,64,28
177,175,127
102,105,90
162,165,120
135,133,92
148,150,91
181,181,133
184,182,141
173,172,122
195,194,156
175,173,125
217,223,255
178,175,131
64,66,20
136,137,97
132,171,223
135,143,90
48,100,153
162,160,112
181,178,134
179,176,131
175,191,238
134,174,226
159,156,105
161,166,121
42,102,161
32,33,7
95,147,218
2,0,0
173,172,122
180,180,132
130,153,109
160,163,114
30,30,18
231,169,151
168,166,112
167,168,124
163,171,161
10,11,9
1,0,167
177,174,129
157,193,255
32,33,7
113,145,218
66,132,203
86,133,107
74,77,32
156,90,161
152,164,228
142,141,83
152,190,254
55,22,233
3,1,0
164,163,112
78,79,29
38,95,151
151,150,99
164,179,228
53,96,145
76,78,26
46,109,153
163,163,115
73,75,29
158,161,122
183,182,132
62,127,202
150,173,241
24,27,11
165,166,116
137,167,48
165,164,114
74,71,57
128,129,87
182,179,135
152,190,254
131,158,225
143,181,229
94,140,217
0,18,147
0,0,166
62,60,42
74,108,184
179,176,131
215,227,233
175,174,123
26,22,0
183,183,137
127,158,227
152,155,110
133,136,91
137,140,94
38,87,65
66,68,22
204,203,169
158,164,115
73,75,29
198,198,158
159,157,103
29,29,13
54,54,38
162,176,225
196,195,157
182,180,132
200,198,163
65,66,22
177,175,127
87,85,61
247,123,82
198,198,158
198,195,164
139,140,90
178,175,130
171,167,119
53,57,22
0,0,5
169,166,115
107,149,218
201,200,162
190,189,145
155,192,254
83,119,189
189,189,141
146,186,251
166,164,116
61,62,20
43,74,53
9,8,4
181,182,142
100,138,202
196,154,57
89,55,216
189,125,184
63,64,24
196,195,157
105,150,224
197,196,158
194,193,155
72,72,26
175,172,127
19,16,1
37,36,32
172,171,121
147,171,231
154,170,223
146,166,23
150,153,104
173,171,123
128,81,89
126,124,93
198,198,158
108,110,64
32,33,7
192,191,153
99,146,220
182,177,138
202,201,163
210,219,255
191,205,254
163,163,115
37,37,7
72,73,31
177,175,127
53,57,22
157,157,103
182,179,135
17,8,189
242,254,188
94,95,39
87,139,215
208,216,255
155,155,107
62,63,19
200,196,161
51,93,140
193,192,166
179,177,129
104,135,190
168,166,112
176,176,128
171,170,119
92,92,38
182,179,134
50,104,164
255,0,128
121,155,221
139,158,19
183,183,137
2,1,3
155,162,219
82,94,134
181,180,136
131,132,92
181,181,141
156,160,125
197,123,67
162,162,114
42,43,11
200,199,161
200,198,163
127,127,127
201,200,162
69,67,19
157,161,126
200,200,164
200,198,163
54,105,167
51,53,17
165,163,115
151,151,103
147,149,97
200,211,255
198,196,162
194,193,172
58,59,19
112,146,205
121,223,218
132,171,223
48,108,168
66,69,30
21,15,2
94,10,0
149,147,89
91,69,248
134,134,134
232,188,151
20,17,2
171,172,132
167,199,255
74,85,123
8,7,3
244,228,221
74,77,32
190,178,120
145,147,95
182,179,135
54,53,19
101,148,222
171,187,234
0,2,1
119,158,213
144,159,215
86,87,37
178,175,130
178,175,131
95,32,18
58,59,25
178,175,130
140,138,84
199,197,163
115,109,68
175,174,124
94,92,38
178,179,137
0,128,0
199,197,162
133,133,93
31,29,18
165,165,117
118,153,219
183,185,166
148,149,99
172,171,121
77,80,31
155,158,109
176,171,122
113,148,222
142,107,21
55,107,167
135,161,227
226,229,233
213,225,231
181,181,135
255,128,0
156,155,105
109,110,54
170,170,124
177,175,127
200,198,163
130,74,93
138,140,88
61,65,24
243,242,238
84,54,213
129,136,191
202,200,165
18,8,1
53,53,17
157,161,125
197,196,158
194,190,149
20,18,17
109,147,211
63,67,25
182,180,139
4,5,0
145,144,88
155,159,117
161,161,115
139,142,93
163,165,119
195,194,156
17,12,9
173,172,122
95,77,54
92,182,213
79,82,33
174,172,124
18,28,16
255,253,182
171,169,121
101,100,102
191,189,149
182,179,135
12,13,3
156,114,39
146,147,97
14,13,0
165,164,114
189,190,150
182,181,137
180,180,134
107,91,98
17,14,0
185,183,142
165,176,233
181,178,134
199,197,162
79,51,211
42,0,17
198,209,253
189,162,142
183,179,138
58,101,152
173,164,121
204,202,168
172,172,126
107,145,210
195,193,162
47,90,139
149,187,251
107,110,61
178,175,131
34,33,7
201,211,251
32,33,7
167,164,120
131,173,48
163,162,112
121,124,179
198,197,159
132,138,191
53,57,22
140,142,96
169,169,121
134,133,89
135,138,93
34,34,4
179,176,131
164,163,113
201,200,162
157,159,113
65,65,53
66,67,47
178,193,189
71,73,31
11,6,7
58,167,65
159,163,127
178,175,131
55,56,22
192,194,165
144,157,225
109,108,50
116,155,223
26,204,245
137,137,83
169,170,120
1,2,182
127,161,214
156,157,107
159,164,227
172,170,122
183,181,133
138,141,92
193,192,154
131,71,89
86,54,213
199,197,163
164,162,114
170,169,119
154,45,153
111,110,52
32,31,3
198,198,158
196,195,157
84,135,107
95,79,62
188,209,254
67,67,27
89,30,11
175,173,125
9,9,0
192,192,152
142,182,247
182,182,134
222,209,201
122,115,120
169,185,232
43,44,42
148,150,98
0,0,163
123,142,163
179,177,129
62,66,25
151,152,102
68,51,226
198,209,253
0,255,255
65,119,172
119,152,215
183,182,138
179,177,129
136,139,90
119,153,219
171,168,123
62,67,22
49,99,152
39,69,56
155,193,255
41,0,145
130,162,228
151,150,94
99,145,223
155,159,118
122,160,218
175,172,127
178,175,131
105,153,225
112,114,55
77,78,28
170,171,127
132,136,95
137,138,98
200,198,163
244,248,249
182,179,135
157,189,232
152,190,255
132,175,224
31,101,255
1,2,190
0,191,1
43,46,14
255,0,255
5,4,0
84,84,38
189,187,147
32,34,4
178,175,131
193,151,52
41,42,10
35,34,8
204,213,255
64,69,24
101,122,150
202,201,163
177,174,129
153,159,124
146,147,97
62,126,120
126,160,226
154,153,109
198,122,69
82,81,37
181,178,133
15,15,1
141,143,91
97,134,202
46,104,156
101,148,222
165,163,115
172,168,119
171,170,120
200,198,163
156,160,119
129,131,185
172,168,120
184,184,138
179,177,129
120,121,59
94,94,40
65,95,154
155,56,154
45,47,11
178,176,128
153,171,232
162,159,114
168,178,125
152,151,100
205,204,170
5,7,0
125,165,213
139,137,83
103,103,67
179,176,131
105,143,208
191,190,152
166,167,125
200,152,200
61,58,14
116,150,220
142,182,247
204,213,251
221,218,213
198,198,158
116,154,212
69,71,25
118,155,217
108,146,218
172,172,124
210,109,134
180,177,132
143,145,93
226,191,218
143,141,87
240,215,213
161,161,107
201,200,162
130,132,86
181,179,138
91,98,55
179,189,236
24,24,18
204,202,168
179,180,136
2,20,151
142,141,85
133,163,228
56,60,25
79,118,193
38,89,152
146,185,237
79,77,36
32,33,7
64,97,147
47,49,29
5,4,0
195,194,156
168,166,112
124,123,67
68,72,31
145,144,88
60,108,172
55,93,141
64,149,65
200,211,255
128,255,0
96,96,42
179,178,134
163,198,238
113,112,54
167,181,110
1,0,2
161,165,130
197,197,157
185,183,153
150,144,201
1,3,4
48,104,163
225,155,85
83,93,133
169,164,125
165,163,115
79,52,209
198,197,159
148,189,252
135,138,93
60,107,169
182,179,134
142,140,86
182,179,135
68,68,22
100,100,46
168,168,132
117,118,114
55,129,117
255,128,0
173,171,123
200,198,163
1,135,105
76,79,30
132,133,131
22,51,36
76,79,30
176,174,126
55,56,22
59,86,220
198,196,161
193,192,154
96,96,48
16,13,0
97,146,222
252,236,223
26,17,144
153,156,111
179,176,131
53,114,180
22,38,20
129,171,230
138,139,89
101,143,210
151,172,210
132,133,99
144,145,95
3,4,0
131,162,225
201,200,162
54,55,21
174,169,124
96,33,5
179,177,129
98,154,225
90,136,220
55,56,22
15,15,3
0,0,172
14,14,8
165,164,114
178,175,130
168,167,116
110,150,209
47,49,13
180,211,166
32,33,7
1,124,4
156,194,255
61,65,24
63,64,20
157,163,128
174,170,121
122,134,204
192,193,197
172,173,123
140,180,245
143,178,242
67,40,250
150,172,24
194,192,151
175,173,125
41,100,156
121,156,220
156,159,120
104,148,219
137,141,92
100,149,227
69,70,26
233,243,250
141,134,245
119,121,75
178,174,133
59,63,22
15,14,0
68,69,25
169,170,166
178,175,131
205,204,170
136,138,92
255,255,255
170,167,122
136,139,90
122,155,218
203,201,167
199,197,149
174,172,124
108,147,215
96,142,220
2,190,1
1,133,103
53,119,184
83,84,34
182,180,132
32,176,27
96,134,199
47,46,32
194,206,210
58,59,43
184,134,116
188,186,146
201,200,162
71,27,248
52,71,128
63,63,63
36,35,9
91,136,217
128,255,255
128,255,255
196,194,159
99,99,45
180,218,182
173,174,130
106,155,225
150,166,232
202,212,252
151,152,102
171,170,120
194,193,155
68,70,28
133,143,153
173,173,127
98,195,191
56,123,116
2,0,6
199,197,163
172,186,235
113,112,54
55,56,22
199,197,166
182,179,135
15,14,0
121,156,220
178,177,133
22,74,51
166,85,140
154,157,108
56,112,161
182,179,135
182,179,135
79,87,127
182,179,134
6,151,66
109,108,58
77,83,128
171,172,122
113,151,209
155,167,231
196,197,158
37,37,7
170,186,233
113,151,215
164,137,116
211,211,223
176,176,130
179,179,131
237,243,250
154,153,109
112,111,53
201,199,164
1,1,1
139,179,244
123,125,83
154,165,227
201,200,162
37,36,8
156,151,160
162,164,164
172,187,243
137,138,82
118,121,176
78,119,198
191,190,146
151,189,253
53,54,20
129,141,145
15,15,1
106,94,106
152,190,255
93,11,0
165,163,115
197,195,160
32,32,8
139,181,240
173,183,130
134,162,226
133,166,222
45,76,55
31,32,6
