r,g,b,cluster
0.898467,0.758957,0.149153,0
-1.430643,-2.210626,0.286966,1
-1.719774,-1.977064,-1.656199,1
-0.852381,-0.976081,-1.311666,1
-1.848277,-2.077162,-1.601074,1
-1.639460,-1.927015,-1.642418,1
-0.418685,0.358563,1.430815,0
0.127451,-0.008464,-0.677726,0
0.529022,0.475345,-0.016223,0
-0.001051,-0.141928,-0.787976,0
0.111389,0.658858,1.348127,0
0.786027,0.642175,0.135372,0
0.882404,0.775640,0.162934,0
-1.173638,-1.326425,-1.518386,1
0.818153,0.675541,0.066465,0
1.219724,1.092618,0.507467,0
0.753902,0.592126,-0.043785,0
0.818153,0.992519,1.596191,0
-1.077261,-0.058513,1.017376,0
0.866342,0.742274,0.080247,0
0.079263,-0.008464,-0.457225,0
0.689650,0.809006,1.403253,0
-1.061198,-1.293059,-1.339229,1
-0.177742,-0.275393,-0.512350,1
0.769965,0.942470,1.554847,0
-0.980884,-1.409840,1.237877,1
-1.141512,-1.309742,-0.953352,1
0.609336,0.525394,0.011340,0
0.320205,0.241782,-0.388318,0
-1.960717,-2.160577,-1.656199,1
-0.916633,-1.042813,-1.366792,1
0.802090,0.792323,1.623754,0
0.496897,0.425296,-0.154036,0
0.384457,-0.158611,-0.553694,0
-1.029072,-1.126228,-1.366792,1
1.043033,0.959153,0.424779,0
0.850279,0.708907,0.107809,0
0.930593,0.758957,0.135372,0
-0.996947,-0.141928,0.920907,0
0.416582,0.942470,1.789130,0
-2.008905,2.043551,1.816692,0
0.866342,0.725590,0.107809,0
1.862237,1.626475,1.417034,0
-1.382455,-1.660086,-1.421917,1
1.219724,1.125984,0.535030,0
-0.354434,-0.525638,-0.967133,1
1.091221,0.992519,0.424779,0
0.882404,0.775640,0.162934,0
0.448708,0.975836,1.816692,0
-1.960717,-2.177260,-1.697543,1
-0.466873,-0.659103,-0.801758,1
0.015012,-0.058513,0.838219,0
-1.109387,-0.559004,0.369654,1
0.239891,0.725590,1.389471,0
0.545085,0.508711,0.066465,0
-1.655523,-1.843599,-1.614855,1
0.914530,0.792323,0.121590,0
0.432645,0.959153,1.802911,0
-0.900570,-1.059496,-1.490823,1
0.416582,0.391929,-0.167817,0
0.721776,0.608809,-0.057567,0
1.203661,1.092618,0.548811,0
0.834216,0.692224,0.080247,0
1.203661,1.309497,1.816692,0
0.818153,0.692224,0.038903,0
0.689650,0.842372,1.458378,0
-1.527020,-1.860282,0.342092,1
0.609336,0.492028,-0.154036,0
-1.912528,-2.177260,-1.601074,1
-1.462769,-1.276376,-1.311666,1
-0.209868,-0.242026,0.659062,0
-1.494895,-1.660086,-1.601074,1
0.737839,0.758957,0.052684,0
1.010907,0.842372,0.204278,0
1.814049,1.109301,0.521249,0
-0.306245,-0.208660,1.499722,0
-1.430643,-0.659103,0.300748,1
0.914530,0.758957,0.190497,0
0.705713,0.575443,-0.057567,0
0.850279,0.725590,0.162934,0
1.155473,1.042568,0.507467,0
0.898467,0.809006,0.162934,0
1.043033,0.925787,0.342092,0
0.255954,0.141684,-0.498569,0
-1.494895,-1.660086,-1.601074,1
-1.253952,-0.542321,0.466123,1
1.203661,1.092618,0.548811,0
0.464771,0.375246,-0.167817,0
0.930593,0.809006,0.245622,0
0.882404,0.742274,0.121590,0
-0.386559,-0.258710,0.727968,0
-1.061198,-0.091879,1.058720,0
-0.241994,-0.692469,-0.181598,1
0.657525,0.492028,-0.126473,0
-1.157575,-1.743501,1.306784,1
0.689650,0.592126,-0.043785,0
0.400520,0.558760,1.499722,0
-1.302141,0.525394,-0.553694,1
0.448708,0.325197,-0.374537,0
0.641462,0.508711,-0.112692,0
-1.446706,-1.643403,-1.587293,1
1.267912,-0.375491,0.286966,0
-1.061198,-1.243010,-1.366792,1
0.753902,0.608809,0.011340,0
-1.045135,-1.826916,1.596191,1
0.850279,0.708907,0.107809,0
-0.916633,-1.059496,-1.353010,1
0.850279,0.708907,0.107809,0
0.175640,0.108318,-0.457225,0
0.352331,0.959153,1.789130,0
-1.816151,-2.127211,0.865781,1
0.336268,0.258465,-0.374537,0
-1.157575,-1.343108,-1.504605,1
-1.157575,-1.243010,-1.297885,1
1.749797,1.893404,1.720223,0
0.946656,0.809006,0.176716,0
0.239891,0.175050,-0.402099,0
0.657525,0.558760,-0.071348,0
0.320205,0.175050,-0.471006,0
1.235787,1.626475,1.072501,0
1.203661,0.458662,1.168970,0
0.850279,0.708907,0.107809,0
0.673588,0.809006,1.513503,0
0.127451,0.008219,0.135372,0
-0.804193,-0.909349,-1.297885,1
-1.173638,-0.675786,0.245622,1
0.095326,-0.125245,-0.595038,0
0.432645,0.341880,-0.278068,0
0.496897,0.408613,-0.140255,0
-0.707816,-1.376474,1.127626,1
-0.579313,-0.025147,1.031157,0
-0.145617,-0.292076,-0.912008,1
-1.462769,-1.559987,-1.587293,1
-0.177742,-0.275393,-0.912008,1
0.818153,0.692224,0.038903,0
0.496897,0.441979,-0.181598,0
0.577211,0.742274,1.472159,0
0.914530,0.842372,0.245622,0
0.850279,0.725590,0.066465,0
-0.932695,-1.092862,-1.435698,1
0.641462,0.475345,-0.154036,0
-0.563250,-1.076179,1.706442,0
0.850279,0.725590,0.066465,0
1.524918,0.842372,-0.608819,0
1.187598,1.075935,0.548811,0
-1.013010,-0.191977,0.741750,0
-1.992842,0.041585,-0.250505,1
0.898467,0.775640,0.204278,0
-1.816151,-1.776867,-1.504605,1
1.557043,0.375246,0.479905,0
1.123347,1.009202,0.410998,0
-1.141512,-1.293059,-1.408135,1
-0.306245,-1.142911,-0.581257,1
0.625399,0.492028,-0.126473,0
-0.820256,-0.942715,-1.284104,1
0.223828,0.125001,-0.457225,0
-1.141512,-0.358808,0.603936,1
0.320205,0.241782,-0.388318,0
1.043033,0.925787,0.328310,0
-1.735837,-1.910332,-1.504605,1
1.781923,1.009202,0.507467,0
-0.450811,-0.609054,-1.063603,1
-0.418685,0.058268,1.003595,0
-1.816151,-1.993747,-1.656199,1
0.978781,0.825689,0.080247,0
-1.253952,-1.393157,-1.284104,1
1.075158,0.975836,0.410998,0
-0.739941,-0.842616,-1.242760,1
0.529022,0.408613,-0.305630,0
0.609336,0.475345,-0.222942,0
0.818153,1.009202,1.554847,0
0.496897,0.441979,-0.140255,0
-1.494895,-1.660086,-1.601074,1
0.850279,0.725590,0.066465,0
-0.386559,0.258465,1.361909,0
0.561148,0.425296,-0.264286,0
0.609336,0.475345,-0.140255,0
0.802090,0.658858,0.052684,0
-1.607334,-1.276376,-1.297885,1
1.155473,1.059251,0.617718,0
0.753902,0.625492,-0.016223,0
0.127451,0.108318,1.582410,0
1.203661,1.059251,0.521249,0
0.850279,0.708907,0.094028,0
0.882404,0.758957,0.094028,0
0.866342,0.725590,0.107809,0
0.818153,0.692224,0.038903,0
0.320205,0.191733,-0.484787,0
-0.482936,0.558760,-1.160072,1
0.737839,0.575443,-0.071348,0
-0.322308,-0.425540,-0.856883,1
0.786027,0.642175,0.052684,0
-0.900570,-1.042813,-1.339229,1
0.545085,0.492028,-0.002441,0
0.866342,0.775640,0.218060,0
1.251850,1.142667,0.603936,0
-1.912528,-2.210626,-1.683762,1
-1.735837,-1.927015,-1.683762,1
0.834216,0.692224,0.080247,0
0.994844,0.909104,0.328310,0
0.320205,0.175050,-0.471006,0
0.737839,0.625492,-0.057567,0
-1.430643,-2.193943,0.259404,1
-0.868444,-1.009447,-0.925789,1
-0.209868,0.341880,1.265440,0
-2.008905,1.025885,-1.697543,1
0.609336,0.525394,-0.126473,0
-1.045135,-1.159594,-1.449479,1
1.187598,1.092618,0.507467,0
0.978781,0.909104,0.300748,0
0.978781,0.875738,0.245622,0
-1.286078,-0.575687,0.438561,1
1.557043,1.192716,1.017376,0
1.364289,1.309497,1.265440,0
-0.820256,-0.976081,-1.339229,1
0.191703,-0.992764,-0.291849,1
1.235787,1.142667,0.548811,0
0.352331,0.859055,1.609972,0
1.380352,1.042568,0.824438,0
0.850279,0.708907,0.107809,0
0.288080,-0.859299,-0.250505,1
-1.864340,-2.077162,-1.532167,1
-0.595376,0.191733,1.403253,0
0.882404,0.775640,0.162934,0
0.320205,0.875738,1.747786,0
0.737839,0.909104,1.527285,0
-1.093324,1.643158,1.789130,0
1.251850,1.125984,0.535030,0
-1.751900,-1.977064,-1.656199,1
0.882404,0.742274,0.121590,0
1.283975,1.192716,0.645280,0
-0.258057,-0.408857,-0.815539,1
-2.008905,-2.210626,-1.697543,1
0.834216,0.692224,0.080247,0
0.625399,0.775640,1.444597,0
-1.045135,-1.192960,-1.435698,1
-0.322308,-0.442223,-0.925789,1
1.187598,1.075935,0.535030,0
0.753902,0.675541,0.107809,0
0.239891,0.158367,-0.374537,0
0.320205,0.208416,-0.333193,0
0.850279,0.758957,0.121590,0
0.737839,0.875738,1.582410,0
0.641462,0.525394,-0.126473,0
-1.077261,-0.458906,0.493686,1
-0.402622,-0.659103,0.424779,0
0.769965,0.608809,-0.043785,0
-0.498999,-0.642420,-1.146291,1
-0.466873,0.175050,1.389471,0
-0.017114,0.525394,1.293002,0
-0.402622,0.275148,1.320565,0
0.641462,0.525394,-0.126473,0
0.850279,0.742274,0.052684,0
-2.008905,-2.193943,-1.628637,1
0.914530,0.775640,0.162934,0
-1.944654,-2.210626,-0.705288,1
-1.478832,-1.676769,-1.614855,1
0.786027,0.658858,0.011340,0
1.412478,1.059251,0.824438,0
0.769965,0.658858,-0.016223,0
-1.527020,-1.343108,-1.228978,1
-0.354434,-0.508955,-1.063603,1
0.400520,0.925787,1.775348,0
-0.097428,-0.208660,-0.581257,0
0.753902,0.642175,-0.030004,0
0.239891,0.191733,-0.388318,0
1.187598,1.075935,0.535030,0
-1.944654,-2.210626,-1.628637,1
-0.306245,0.275148,1.141408,0
-0.225931,0.058268,-0.181598,0
-1.719774,-1.960381,-1.683762,1
0.368394,0.275148,-0.333193,0
0.143514,0.625492,1.279221,0
0.063200,0.592126,1.334346,0
0.898467,0.758957,0.149153,0
-1.141512,-1.293059,-1.477042,1
1.075158,0.975836,0.410998,0
0.850279,0.725590,0.066465,0
-1.543083,-1.710135,-1.421917,1
1.107284,1.009202,0.438561,0
-0.547188,-0.725835,-1.215197,1
1.043033,0.975836,0.355873,0
-0.049240,-0.175294,-0.016223,0
-1.253952,-1.059496,-0.030004,1
-0.788130,-0.892665,-1.242760,1
0.159577,0.608809,1.361909,0
-0.241994,0.325197,1.127626,0
-1.141512,-1.009447,0.025121,1
0.737839,0.592126,-0.002441,0
-0.948758,-1.042813,-0.994696,1
1.171535,1.092618,0.479905,0
0.577211,1.075935,1.816692,0
-0.772067,-0.875982,-1.270322,1
-0.418685,-0.575687,-0.705288,1
0.512959,1.025885,1.802911,0
0.898467,0.758957,0.135372,0
0.223828,0.158367,-0.415881,0
-1.751900,-1.977064,-1.656199,1
0.705713,0.625492,-0.043785,0
1.219724,1.125984,0.535030,0
-1.302141,0.508711,-0.526131,1
0.079263,-0.041830,0.094028,0
-2.008905,-1.876965,0.342092,1
1.171535,1.025885,0.493686,0
-1.093324,-0.475589,0.452342,1
0.529022,0.892421,1.706442,0
0.882404,0.742274,0.121590,0
-1.045135,-0.208660,0.865781,0
-0.274119,0.175050,1.141408,0
0.529022,0.458662,-0.209161,0
0.512959,0.458662,-0.167817,0
0.561148,-0.091879,-1.049821,0
-1.286078,-0.425540,0.659062,1
0.866342,0.708907,0.038903,0
0.320205,0.575443,1.499722,0
0.753902,0.625492,-0.016223,0
-0.145617,-0.292076,-0.912008,1
-1.189701,-1.343108,-1.449479,1
-1.141512,-1.276376,-1.421917,1
-1.045135,-1.226326,-1.270322,1
-0.739941,-0.842616,-1.242760,1
0.031074,-0.091879,0.052684,0
0.721776,0.842372,1.596191,0
0.352331,0.909104,1.775348,0
1.251850,1.142667,0.590155,0
1.139410,0.992519,0.466123,0
0.641462,0.542077,-0.085129,0
1.075158,0.992519,0.397217,0
0.609336,0.775640,1.361909,0
-0.515062,0.158367,1.224096,0
-0.739941,-0.792567,0.066465,1
-0.258057,0.008219,0.548811,0
-2.008905,0.825689,-1.697543,1
0.609336,0.742274,1.458378,0
-1.976779,-2.160577,-1.683762,1
1.075158,0.942470,0.300748,0
0.753902,0.642175,-0.030004,0
0.143514,0.024902,0.149153,0
0.175640,0.074951,-0.360756,0
0.882404,0.758957,0.190497,0
-0.723879,-0.292076,0.796875,0
-0.563250,-0.725835,-1.242760,1
-0.531125,-1.760184,-1.449479,1
-0.659627,-0.659103,0.107809,1
-1.671586,-1.793550,-1.504605,1
0.834216,0.758957,0.314529,0
0.255954,0.191733,-0.388318,0
1.043033,0.925787,0.342092,0
-2.008905,0.758957,-1.656199,1
-0.177742,-0.275393,-0.912008,1
-1.478832,-0.892665,-0.912008,1
0.818153,0.692224,0.038903,0
-1.366392,-0.659103,-0.691507,1
0.545085,0.475345,-0.112692,0
-0.498999,-1.326425,-0.760414,1
0.866342,0.725590,0.107809,0
0.689650,0.592126,-0.043785,0
0.015012,0.408613,1.417034,0
0.031074,0.008219,-0.512350,0
-0.418685,-0.458906,0.479905,0
0.384457,0.942470,1.802911,0
-1.366392,-0.926032,-1.104947,1
0.898467,0.758957,0.149153,0
-1.784026,-1.977064,-1.697543,1
-0.948758,-1.142911,-1.477042,1
-0.756004,-0.942715,-0.980915,1
-0.033177,0.458662,1.306784,0
-0.274119,0.291831,1.265440,0
1.219724,1.125984,0.535030,0
0.207766,0.091635,-0.429662,0
-0.450811,0.325197,1.403253,0
0.898467,0.792323,0.314529,0
-1.510957,-1.743501,-1.504605,1
0.994844,0.909104,0.218060,0
0.850279,0.708907,0.107809,0
0.689650,0.558760,-0.154036,0
-0.225931,-0.342125,-0.925789,1
0.866342,0.725590,0.107809,0
-1.318203,-1.476572,-1.146291,1
0.175640,0.091635,-0.429662,0
-1.784026,-1.910332,1.348127,1
-1.045135,-1.176277,-1.421917,1
-1.029072,-0.976081,-1.201416,1
0.962719,0.842372,0.162934,0
0.352331,0.875738,1.513503,0
-1.478832,-1.643403,-1.366792,1
0.545085,0.525394,1.430815,0
-0.177742,0.325197,1.141408,0
0.529022,0.391929,-0.291849,0
0.898467,0.775640,0.204278,0
0.625399,0.492028,-0.126473,0
0.464771,0.458662,-0.057567,0
1.043033,1.025885,0.259404,0
0.914530,0.775640,0.162934,0
-1.061198,-1.159594,-1.394354,1
-1.928591,-2.210626,-1.683762,1
-0.788130,-0.875982,-1.311666,1
-0.258057,1.326180,1.155189,0
0.288080,0.141684,-0.498569,0
1.733735,1.359546,-0.608819,0
-1.960717,-2.193943,-1.697543,1
0.818153,0.725590,0.066465,0
-0.482936,0.175050,1.348127,0
0.850279,0.708907,0.011340,0
-1.767963,-1.977064,-1.697543,1
-0.756004,-0.242026,0.962251,0
-1.189701,-1.376474,-1.477042,1
1.637358,-0.976081,-0.967133,0
-0.290182,0.208416,1.182752,0
-1.302141,-1.459889,-1.518386,1
0.561148,0.525394,-0.002441,0
0.914530,0.842372,0.286966,0
1.235787,1.125984,0.576374,0
-1.751900,-1.276376,0.535030,1
0.207766,0.074951,-0.498569,0
-1.141512,-0.609054,0.273185,1
0.882404,0.758957,0.094028,0
0.448708,0.975836,1.816692,0
-0.225931,-0.342125,-0.843102,1
0.304143,0.225099,-0.498569,0
0.802090,0.658858,0.052684,0
0.914530,0.775640,0.162934,0
-1.494895,-1.660086,-1.380573,1
0.464771,0.458662,-0.057567,0
0.512959,0.475345,0.038903,0
-0.820256,-1.009447,-1.036040,1
-1.302141,-1.443206,-1.228978,1
1.075158,0.975836,0.410998,0
-0.980884,-0.191977,0.810656,0
0.625399,0.508711,-0.140255,0
0.288080,0.625492,1.568629,0
1.075158,0.992519,0.397217,0
-0.948758,-1.076179,-1.339229,1
-0.177742,0.358563,1.224096,0
-0.916633,-1.142911,-1.380573,1
-1.398518,-1.593354,-1.573511,1
0.769965,0.658858,-0.016223,0
-1.912528,-2.127211,-1.697543,1
-0.225931,-0.408857,-0.912008,1
0.159577,0.625492,1.417034,0
1.171535,1.075935,0.493686,0
-0.595376,-0.692469,-1.201416,1
-1.061198,-1.192960,-1.256541,1
1.942551,1.976819,1.747786,0
-0.996947,-1.042813,-1.353010,1
0.834216,0.692224,0.080247,0
0.866342,0.742274,0.080247,0
0.063200,0.425296,1.403253,0
0.464771,0.425296,-0.016223,0
0.786027,0.642175,0.052684,0
-0.258057,1.626475,1.747786,0
0.786027,0.675541,-0.002441,0
0.834216,0.708907,0.162934,0
-0.434748,-0.592371,-1.063603,1
0.641462,0.542077,-0.085129,0
0.834216,0.708907,0.052684,0
0.689650,0.608809,-0.057567,0
0.143514,0.592126,1.348127,0
-1.735837,-1.910332,-1.504605,1
1.026970,0.525394,-0.043785,0
0.031074,0.008219,-0.512350,0
-1.703711,-1.176277,-1.022259,1
-1.430643,-1.610037,-1.366792,1
0.705713,0.408613,-0.002441,0
0.609336,0.492028,-0.167817,0
0.898467,-0.542321,0.466123,0
-1.623397,-0.792567,-0.801758,1
-0.402622,-0.625737,0.452342,0
2.038928,2.026868,0.838219,0
0.882404,0.775640,0.162934,0
0.802090,0.542077,-0.071348,0
0.352331,0.208416,-0.498569,0
1.637358,1.759940,1.637535,0
1.203661,1.092618,0.548811,0
-1.173638,-1.326425,-1.504605,1
-1.029072,-1.126228,-1.063603,1
0.047137,-0.075196,-0.760414,0
-0.772067,-1.076179,-0.953352,1
-1.912528,-2.160577,-1.697543,1
0.448708,0.925787,1.775348,0
0.753902,0.608809,0.011340,0
-0.482936,-1.993747,-1.683762,1
-0.113491,0.358563,1.389471,0
0.882404,0.775640,0.162934,0
-0.980884,-1.176277,-1.394354,1
0.223828,0.074951,-0.553694,0
-0.964821,-0.141928,0.865781,0
0.512959,0.375246,-0.305630,0
0.512959,0.475345,0.038903,0
-1.141512,-1.293059,-1.477042,1
-1.543083,-1.710135,-1.311666,1
-0.065303,0.425296,1.279221,0
-0.049240,0.375246,1.389471,0
0.047137,-0.075196,0.066465,0
0.914530,0.792323,0.121590,0
0.448708,0.975836,1.816692,0
0.255954,0.191733,-0.250505,0
1.075158,0.992519,0.397217,0
0.866342,0.809006,0.162934,0
0.786027,0.658858,0.011340,0
0.818153,0.725590,0.094028,0
-1.462769,-1.660086,-1.628637,1
0.272017,0.158367,-0.374537,0
-1.398518,-1.610037,-1.628637,1
-1.912528,-2.160577,-1.628637,1
0.721776,0.592126,-0.043785,0
0.753902,0.642175,-0.030004,0
-1.864340,-2.093845,-1.697543,1
-1.944654,-2.177260,-1.669980,1
-1.928591,-2.160577,-1.669980,1
1.171535,1.092618,0.479905,0
-0.772067,-0.809250,0.052684,1
0.239891,0.191733,-0.388318,0
-0.772067,-0.242026,1.017376,0
0.882404,0.758957,0.190497,0
0.175640,0.508711,1.472159,0
0.705713,0.842372,1.554847,0
0.769965,0.658858,-0.016223,0
0.786027,0.675541,-0.002441,0
0.175640,0.108318,-0.457225,0
-1.141512,-0.525638,0.397217,1
-1.125449,-0.008464,0.025121,1
0.512959,0.375246,-0.305630,0
0.255954,0.091635,-0.498569,0
-1.157575,-1.309742,-1.421917,1
2.087117,2.043551,1.816692,0
-0.498999,0.175050,1.293002,0
-0.193805,0.625492,1.499722,0
0.866342,0.725590,0.121590,0
-0.980884,-1.092862,-1.408135,1
0.047137,1.025885,0.080247,0
0.432645,0.925787,1.444597,0
0.625399,0.508711,-0.154036,0
-0.675690,-0.792567,-1.160072,1
1.155473,1.042568,0.507467,0
1.219724,1.342863,1.816692,0
0.111389,0.425296,1.403253,0
0.753902,0.642175,-0.030004,0
0.641462,1.109301,1.816692,0
1.862237,1.226082,0.686624,0
0.063200,0.008219,-0.429662,0
0.834216,0.925787,1.582410,0
-1.446706,-1.643403,-1.587293,1
1.026970,0.875738,0.190497,0
-0.354434,-0.525638,-0.967133,1
1.155473,0.592126,0.410998,0
-0.980884,-1.092862,-1.311666,1
-1.173638,-1.326425,-1.435698,1
0.095326,-0.859299,-0.884446,1
1.203661,1.092618,0.548811,0
1.219724,1.125984,0.535030,0
-1.109387,-1.259693,-1.380573,1
0.769965,0.692224,0.838219,0
1.187598,1.075935,0.535030,0
0.882404,0.775640,0.300748,0
-0.707816,-0.842616,-1.339229,1
1.637358,1.259448,1.100064,0
1.091221,0.992519,0.424779,0
1.300038,1.392913,1.816692,0
-0.579313,-1.092862,1.692660,0
-0.531125,-0.709152,-1.201416,1
2.087117,-2.210626,0.066465,0
-0.820256,-0.959398,-0.939571,1
0.609336,0.558760,-0.030004,0
0.352331,0.842372,1.789130,0
-1.286078,-0.342125,-0.222942,1
0.336268,0.258465,-0.374537,0
-0.450811,0.258465,1.444597,0
0.255954,0.191733,-0.388318,0
-1.639460,-1.910332,-0.085129,1
0.818153,0.708907,0.025121,0
-1.928591,0.992519,-1.697543,1
0.432645,0.375246,-0.181598,0
-0.001051,0.508711,1.293002,0
-0.916633,-1.042813,-1.366792,1
-1.719774,-1.910332,-1.614855,1
0.496897,0.458662,-0.057567,0
-1.992842,-2.177260,-1.697543,1
0.432645,0.375246,-0.181598,0
-0.948758,-1.793550,1.692660,1
0.786027,0.692224,0.066465,0
-1.125449,-1.276376,-1.394354,1
0.400520,0.341880,-0.264286,0
0.914530,0.742274,0.204278,0
1.187598,1.075935,0.535030,0
1.059096,1.192716,1.747786,0
-0.916633,-1.059496,-1.353010,1
1.219724,1.109301,0.479905,0
0.512959,0.475345,0.025121,0
-0.659627,-1.493255,1.816692,0
2.087117,-2.210626,0.066465,0
-1.864340,-1.993747,-1.587293,1
-1.061198,-0.542321,0.355873,1
-0.739941,-0.892665,-0.829320,1
0.400520,0.925787,1.775348,0
1.187598,1.109301,0.493686,0
-0.258057,0.308514,1.196533,0
0.898467,0.758957,0.149153,0
0.898467,0.758957,0.149153,0
-0.868444,-0.659103,0.162934,1
-0.386559,2.043551,1.444597,0
-1.157575,-1.259693,-1.394354,1
-1.880402,-2.093845,-1.656199,1
0.223828,0.158367,-0.415881,0
-1.029072,-1.192960,-1.490823,1
0.545085,0.408613,0.631499,0
0.818153,0.575443,0.135372,0
-0.466873,0.158367,1.417034,0
1.267912,1.159350,0.617718,0
0.914530,0.692224,0.052684,0
0.207766,0.108318,-0.471006,0
-0.466873,0.158367,1.334346,0
0.866342,0.008219,0.714187,0
0.416582,0.508711,1.430815,0
0.272017,0.191733,-0.429662,0
0.769965,0.658858,-0.016223,0
-1.976779,-2.210626,-1.697543,1
-0.691753,0.058268,1.017376,0
1.203661,1.092618,0.548811,0
1.187598,1.075935,0.548811,0
-0.402622,-0.625737,0.452342,0
-0.434748,0.191733,1.348127,0
-0.193805,0.325197,1.251658,0
0.834216,0.842372,0.094028,0
0.432645,0.325197,-0.346974,0
0.047137,0.441979,0.066465,0
-0.017114,0.492028,1.417034,0
0.882404,1.142667,1.789130,0
-0.707816,-0.709152,0.066465,1
-1.286078,-0.559004,0.493686,1
0.223828,0.125001,-0.457225,0
-0.756004,-1.009447,0.686624,1
-0.900570,-1.042813,-1.339229,1
0.737839,0.608809,-0.030004,0
0.593274,0.441979,-0.209161,0
0.593274,0.458662,-0.154036,0
0.496897,0.441979,-0.140255,0
1.187598,1.092618,0.507467,0
-0.434748,-0.559004,-0.912008,1
0.448708,1.509694,1.293002,0
-1.767963,-1.977064,-1.697543,1
0.753902,0.592126,-0.057567,0
-0.948758,-1.092862,-1.132509,1
-1.029072,-1.276376,-1.463261,1
0.786027,0.758957,-0.140255,0
0.898467,0.775640,0.107809,0
-0.739941,-0.609054,0.328310,1
0.786027,0.692224,0.783094,0
0.288080,0.175050,-0.553694,0
0.175640,0.108318,-0.457225,0
0.882404,0.775640,0.245622,0
-1.221826,-1.376474,-1.559730,1
-1.302141,-0.642420,0.328310,1
1.091221,1.309497,1.816692,0
0.512959,0.475345,0.025121,0
0.850279,0.725590,0.066465,0
-1.157575,-1.259693,-1.394354,1
1.219724,1.125984,0.535030,0
-1.173638,-1.326425,-1.435698,1
0.898467,0.708907,0.149153,0
0.850279,0.742274,0.052684,0
-2.008905,-2.193943,-1.697543,1
0.882404,0.758957,0.094028,0
1.171535,1.075935,0.493686,0
-1.045135,-1.226326,-1.490823,1
-1.703711,-1.793550,-1.504605,1
-0.418685,0.141684,1.306784,0
0.753902,0.942470,1.499722,0
0.786027,0.658858,0.011340,0
0.063200,-0.008464,-0.498569,0
0.641462,0.508711,-0.112692,0
-1.173638,-0.525638,0.355873,1
-1.960717,-2.127211,-1.697543,1
0.946656,0.809006,0.176716,0
0.850279,0.708907,0.107809,0
-0.675690,0.091635,1.320565,0
0.737839,0.909104,1.472159,0
-1.093324,-0.508955,0.410998,1
0.866342,0.758957,0.700406,0
-0.290182,0.275148,1.168970,0
-1.398518,-1.576671,-1.587293,1
-1.077261,-0.792567,1.320565,1
-0.017114,-0.091879,0.810656,0
1.107284,1.009202,0.438561,0
1.219724,1.109301,0.562593,0
0.625399,0.492028,-0.126473,0
-1.205764,-1.343108,-1.477042,1
-0.932695,-1.760184,1.692660,1
-0.996947,-1.142911,-1.421917,1
-0.450811,0.241782,1.320565,0
0.368394,0.892421,1.747786,0
0.288080,-1.076179,0.286966,0
1.187598,1.092618,0.507467,0
0.207766,0.141684,-0.429662,0
-0.065303,-0.208660,-0.843102,1
-1.735837,-1.910332,-1.669980,1
1.316101,1.376229,1.816692,0
-1.767963,-1.993747,-1.669980,1
-0.788130,-1.009447,-1.380573,1
0.721776,0.608809,-0.057567,0
0.673588,0.525394,-0.140255,0
0.850279,0.708907,0.094028,0
0.175640,0.108318,-0.471006,0
-0.386559,0.041585,0.976032,0
0.641462,0.492028,-0.167817,0
-1.655523,-1.843599,-1.477042,1
-2.008905,0.024902,-0.264286,1
-0.306245,-0.525638,-0.843102,1
0.882404,0.742274,0.121590,0
0.737839,0.592126,-0.002441,0
-1.141512,-0.141928,0.976032,0
-0.386559,-0.575687,-1.049821,1
-0.113491,-0.258710,-0.884446,1
0.255954,0.125001,-0.471006,0
-1.575209,-1.209643,-1.160072,1
1.814049,1.142667,0.603936,0
0.577211,0.441979,-0.167817,0
0.609336,0.492028,-0.154036,0
1.091221,0.992519,0.424779,0
0.561148,1.226082,1.293002,0
1.187598,1.075935,0.535030,0
-0.354434,0.258465,1.127626,0
1.203661,1.059251,0.521249,0
-1.414580,-0.642420,0.300748,1
-1.286078,-1.960381,1.306784,1
0.191703,0.058268,-0.512350,0
-0.659627,-1.326425,1.168970,1
0.609336,0.492028,-0.154036,0
-0.723879,-0.842616,-1.201416,1
-1.751900,-1.977064,-1.656199,1
0.641462,0.525394,-0.126473,0
0.641462,0.542077,-0.057567,0
1.701609,0.492028,-0.333193,0
0.175640,0.108318,-0.457225,0
0.143514,0.525394,1.348127,0
-1.896465,-2.093845,-1.697543,1
-0.916633,-1.059496,-1.353010,1
-1.141512,-1.293059,-1.408135,1
-1.141512,-0.642420,0.314529,1
1.107284,1.009202,0.438561,0
-0.836318,-1.259693,1.361909,1
0.866342,0.758957,0.149153,0
0.802090,0.975836,1.527285,0
0.143514,0.091635,-0.471006,0
0.400520,-0.959398,0.355873,0
-0.450811,0.391929,1.444597,0
0.657525,0.525394,-0.098911,0
-1.430643,-1.576671,-1.587293,1
-0.450811,0.175050,1.334346,0
1.155473,1.075935,0.521249,0
0.657525,0.525394,-0.098911,0
0.914530,0.758957,0.190497,0
0.834216,0.708907,0.052684,0
0.400520,0.241782,-0.374537,0
-0.659627,-1.326425,1.196533,1
1.300038,1.576426,0.493686,0
-1.237889,-1.543304,0.879563,1
2.087117,-0.075196,-1.697543,0
0.159577,-1.009447,-0.429662,1
1.814049,1.125984,0.590155,0
-1.639460,-1.610037,-1.504605,1
-1.976779,-2.210626,-1.697543,1
0.641462,0.508711,-0.112692,0
0.898467,0.758957,0.135372,0
-1.013010,-0.258710,0.700406,0
-1.125449,-1.226326,-1.366792,1
