NPHI,RHOB,,,
0.671730702,-0.639501429,,,
0.92628944,-0.625953433,,,
0.981906844,-0.622588704,,,
0.922216908,-0.633265712,,,
0.804925754,-0.667507666,,,
0.649896774,-0.708628811,,,
0.455763606,-0.725892651,,,
0.413850694,-0.71091224,,,
0.557095194,-0.669989159,,,
0.756152996,-0.638622458,,,
0.863211221,-0.624904354,,,
0.791850061,-0.637695156,,,
0.587745377,-0.698209098,,,
0.372405796,-0.770586539,,,
0.271769377,-0.800150284,,,
0.242354099,-0.792825685,,,
0.243947401,-0.799969752,,,
0.173475595,-0.800024243,,,
0.147897986,-0.776896176,,,
0.151850839,-0.7828637,,,
0.184724193,-0.810936275,,,
0.273480645,-0.814248407,,,
0.318947763,-0.791039787,,,
0.403437284,-0.762012902,,,
0.505983224,-0.759695357,,,
0.60197783,-0.770095643,,,
0.611648755,-0.766333837,,,
0.360327789,-0.761147199,,,
0.068583806,-0.750505729,,,
0.012288574,-0.768558984,,,
0.28657368,-0.811420064,,,
0.601735687,-0.835320962,,,
0.624276346,-0.800808446,,,
0.485236689,-0.726519539,,,
0.434066271,-0.67756821,,,
0.553716761,-0.685782204,,,
0.560191877,-0.724164087,,,
0.356939508,-0.745639879,,,
0.184925015,-0.728521034,,,
0.24064069,-0.690380808,,,
0.48807346,-0.668875639,,,
0.595581072,-0.6810097,,,
0.512396895,-0.712706193,,,
0.45837215,-0.730383694,,,
0.483238532,-0.72896123,,,
0.510782612,-0.710384384,,,
0.40475483,-0.683293129,,,
0.294738441,-0.661854771,,,
0.238328454,-0.656395675,,,
0.270179073,-0.655062293,,,
0.283330555,-0.652188935,,,
0.312142083,-0.655417672,,,
0.306032428,-0.675484267,,,
0.22842866,-0.683758913,,,
0.186616159,-0.658503309,,,
0.258987852,-0.62904144,,,
0.334179187,-0.632238429,,,
0.363938303,-0.687467174,,,
0.347462553,-0.766991999,,,
0.419896762,-0.842694841,,,
0.56679331,-0.889884912,,,
0.554805224,-0.866159807,,,
0.444614561,-0.796934815,,,
0.378103102,-0.721584983,,,
0.417940354,-0.70300861,,,
0.496096275,-0.718524933,,,
0.456871124,-0.755059319,,,
0.412271094,-0.789328756,,,
0.418145457,-0.788883821,,,
0.488378975,-0.73295806,,,
0.534145398,-0.673962297,,,
0.583079799,-0.652512093,,,
0.392896058,-0.658653042,,,
0.11324421,-0.665259775,,,
-0.093808147,-0.654245395,,,
0.009669325,-0.640738148,,,
0.193605533,-0.630846291,,,
0.342192154,-0.634184485,,,
0.477987188,-0.638780721,,,
0.569178338,-0.643047164,,,
0.560695859,-0.637689944,,,
0.349711203,-0.635335439,,,
0.351419259,-0.625594737,,,
0.358236501,-0.634238029,,,
0.491462812,-0.70113979,,,
0.634378675,-0.821237528,,,
0.806666354,-0.912949011,,,
0.673675549,-0.903380312,,,
0.20318397,-0.691536975,,,
-0.122787097,-0.423575972,,,
-0.096701867,-0.299998836,,,
0.139464535,-0.42045527,,,
0.368353817,-0.577619989,,,
0.493900722,-0.629031963,,,
0.639534532,-0.621198935,,,
0.66847259,-0.617318196,,,
0.625197815,-0.632078272,,,
0.463587312,-0.669073229,,,
0.37608118,-0.696622212,,,
0.319252421,-0.686748361,,,
0.29834874,-0.643815731,,,
0.372768046,-0.639507589,,,
0.683239641,-0.637621237,,,
0.815285427,-0.629147106,,,
0.862870381,-0.59090074,,,
0.742109162,-0.574794015,,,
0.696415102,-0.591189782,,,
0.53146085,-0.629797686,,,
0.366094677,-0.660686284,,,
0.586929457,-0.6652702,,,
0.767822079,-0.666683661,,,
0.771925013,-0.669942723,,,
0.625803278,-0.69593941,,,
0.526661462,-0.722443105,,,
0.40658171,-0.744506457,,,
0.178506207,-0.7477224,,,
0.1543761,-0.719392531,,,
0.327209081,-0.708745849,,,
0.515724587,-0.707633276,,,
0.555809548,-0.722970961,,,
0.448292087,-0.728542831,,,
0.287032059,-0.726216757,,,
0.175165882,-0.725639621,,,
0.153644963,-0.710508529,,,
0.115074088,-0.724445547,,,
0.065006478,-0.749139178,,,
0.039674865,-0.766232909,,,
0.100805024,-0.726546548,,,
0.235458926,-0.674067016,,,
0.283773091,-0.645177069,,,
0.278632863,-0.622848368,,,
0.143817319,-0.6114208,,,
0.16621282,-0.603736083,,,
0.251532818,-0.606275385,,,
0.243314748,-0.633012208,,,
0.213623928,-0.654978897,,,
0.342957975,-0.662822823,,,
0.462937103,-0.623254921,,,
0.353451458,-0.598758882,,,
0.08764562,-0.606758227,,,
0.095410022,-0.646240837,,,
0.265383967,-0.652376101,,,
0.517400102,-0.644730239,,,
0.485276939,-0.612753234,,,
0.473760721,-0.603515274,,,
0.387085067,-0.602712118,,,
0.50229007,-0.626439117,,,
0.581124033,-0.643627143,,,
0.69204412,-0.664538593,,,
0.597782835,-0.67436506,,,
0.456701774,-0.650014962,,,
0.228265304,-0.580153131,,,
0.113761251,-0.514296184,,,
0.111145856,-0.50599832,,,
0.180960602,-0.569951383,,,
0.505556531,-0.623600824,,,
0.606935863,-0.640317379,,,
0.471532839,-0.613224704,,,
0.353152152,-0.587389596,,,
0.436055864,-0.596011565,,,
0.563244457,-0.628394176,,,
0.486292396,-0.662271748,,,
0.363783726,-0.66657373,,,
0.331747272,-0.674033847,,,
0.308431372,-0.656225567,,,
0.53541884,-0.626944229,,,
0.76445221,-0.606700418,,,
0.877519678,-0.613465414,,,
0.713156973,-0.626959866,,,
0.472840965,-0.625337442,,,
0.407115023,-0.615546987,,,
0.258545316,-0.615697668,,,
0.183431697,-0.592521269,,,
0.101575556,-0.574104106,,,
0.204526565,-0.54191719,,,
0.39921467,-0.552796527,,,
0.564568853,-0.580584324,,,
0.597603423,-0.582701435,,,
0.399845825,-0.575281121,,,
0.409696163,-0.572457042,,,
0.443641068,-0.567929987,,,
0.414654624,-0.596315295,,,
0.324738415,-0.614728668,,,
0.312312075,-0.646181134,,,
0.341675541,-0.617579755,,,
0.282907715,-0.580379625,,,
0.349701354,-0.557083819,,,
0.486547598,-0.565021565,,,
0.487263749,-0.588005586,,,
0.38932922,-0.59083535,,,
0.28622192,-0.595975553,,,
0.201495609,-0.607425392,,,
0.009237921,-0.636959285,,,
0.064657715,-0.632267334,,,
0.250293846,-0.610731838,,,
0.447931335,-0.59903892,,,
0.520840195,-0.591032468,,,
0.401434416,-0.557946205,,,
0.218108809,-0.547022328,,,
0.098036122,-0.559433112,,,
0.207455397,-0.579816705,,,
0.443218228,-0.562901611,,,
0.591512822,-0.545041682,,,
0.496706663,-0.541678375,,,
0.402360381,-0.571569069,,,
0.524790478,-0.612342416,,,
0.784369979,-0.636209672,,,
0.756096046,-0.612879749,,,
0.616652391,-0.552920672,,,
0.618154488,-0.49330039,,,
0.844889751,-0.482790648,,,
0.98532467,-0.525931767,,,
0.889678613,-0.552984167,,,
0.789969443,-0.547267776,,,
0.817949636,-0.527523865,,,
0.863874919,-0.547794685,,,
0.664212938,-0.582926035,,,
0.427684286,-0.590443012,,,
0.143704489,-0.578800795,,,
0.072123239,-0.599218031,,,
0.112337728,-0.640385612,,,
0.129665366,-0.656783748,,,
0.117891161,-0.648633723,,,
0.092506239,-0.614931944,,,
0.170463908,-0.606850625,,,
0.221118569,-0.583089035,,,
0.132233017,-0.594434629,,,
0.058596232,-0.61451544,,,
0.287838986,-0.62378183,,,
0.564280252,-0.608367383,,,
0.764589659,-0.588010324,,,
0.68954348,-0.599391456,,,
0.476686555,-0.605741369,,,
0.382968217,-0.590277169,,,
0.511693804,-0.572385019,,,
0.491509913,-0.570179774,,,
0.43010721,-0.581265704,,,
0.162144998,-0.569425422,,,
0.068283429,-0.558445632,,,
0.134294547,-0.5704546,,,
0.197363987,-0.579408256,,,
0.242046657,-0.589386352,,,
0.081474306,-0.595270481,,,
0.145914173,-0.609243037,,,
0.27483994,-0.609490381,,,
0.322148497,-0.591270335,,,
0.186845027,-0.551121981,,,
0.030372184,-0.53764506,,,
0.103061809,-0.553748943,,,
0.166718514,-0.585351141,,,
0.424430671,-0.597154937,,,
0.51605772,-0.624530021,,,
0.544291403,-0.6736652,,,
0.308371854,-0.712573992,,,
0.086353123,-0.724410009,,,
-0.08714377,-0.718086158,,,
-0.015690335,-0.715151675,,,
0.048880132,-0.713891264,,,
0.161277695,-0.729521307,,,
0.315306848,-0.722512759,,,
0.450864449,-0.654155365,,,
0.563154322,-0.5396077,,,
0.520782175,-0.480609094,,,
0.514430806,-0.500969944,,,
0.442769055,-0.538939587,,,
0.297741136,-0.581828625,,,
0.282937047,-0.599986124,,,
0.305720704,-0.598292624,,,
0.409528097,-0.588132574,,,
0.390021392,-0.589736992,,,
0.330721753,-0.615095419,,,
0.271240774,-0.613795679,,,
0.142035826,-0.572307309,,,
0.071407088,-0.509947292,,,
0.045026834,-0.509159772,,,
0.167489045,-0.580890424,,,
0.254129588,-0.555468977,,,
-0.010987932,-0.256759158,,,
-0.354589154,0.207780942,,,
-0.49617591,0.329067542,,,
-0.264110515,-0.008888442,,,
0.30510475,-0.369140433,,,
0.731439907,-0.530713747,,,
0.89026652,-0.541603508,,,
0.61408324,-0.499649829,,,
0.369781194,-0.464080652,,,
0.299330798,-0.446686981,,,
0.454476461,-0.456864089,,,
0.403660157,-0.488247374,,,
0.170902805,-0.526060651,,,
0.021965709,-0.561042268,,,
0.106914037,-0.587235124,,,
0.314080507,-0.607453348,,,
0.434723117,-0.634233764,,,
0.537169075,-0.63794866,,,
0.589036803,-0.633313569,,,
0.510515206,-0.617433339,,,
0.506432397,-0.62537298,,,
0.538725124,-0.665916042,,,
0.588989488,-0.724903749,,,
0.623188739,-0.759974448,,,
0.677039424,-0.754123014,,,
0.874014072,-0.720633041,,,
0.923648353,-0.681416254,,,
0.860544015,-0.650816224,,,
0.820481106,-0.628253446,,,
0.803800466,-0.619118783,,,
0.748092286,-0.611887531,,,
0.524777846,-0.624867868,,,
0.37433116,-0.640022178,,,
0.416748482,-0.639407609,,,
0.506109326,-0.619930943,,,
0.594541851,-0.603773517,,,
0.591311572,-0.594672497,,,
0.58927445,-0.59813531,,,
0.587877046,-0.620971967,,,
0.525574711,-0.659118826,,,
0.43102825,-0.571106602,,,
0.251327715,-0.343348444,,,
0.171480221,-0.121359746,,,
0.184702142,-0.148761839,,,
0.146614695,-0.356438712,,,
0.039979951,-0.526193326,,,
0.05476413,-0.585998405,,,
0.212035765,-0.570073634,,,
0.470563412,-0.474424551,,,
0.488375121,-0.34873599,,,
0.297953948,-0.298691041,,,
0.157442596,-0.369248468,,,
0.242161412,-0.47394787,,,
0.370379592,-0.531651948,,,
0.443066863,-0.566834472,,,
0.440173142,-0.601446495,,,
0.49848794,-0.616506984,,,
0.504582394,-0.608356011,,,
0.423574501,-0.579528611,,,
0.332573896,-0.552426932,,,
0.294715961,-0.539524304,,,
0.317150428,-0.553667442,,,
0.381589439,-0.577431401,,,
0.437629469,-0.587108135,,,
0.367078234,-0.595877942,,,
0.255139264,-0.62027495,,,
0.193147583,-0.662472182,,,
0.323244454,-0.693412902,,,
0.511030321,-0.697927164,,,
0.573109995,-0.676098362,,,
0.461141908,-0.645397404,,,
0.315328686,-0.622364104,,,
0.24410155,-0.60904592,,,
0.220430465,-0.583557188,,,
0.165706269,-0.554269217,,,
0.223033443,-0.557408873,,,
0.376419452,-0.593857494,,,
0.540055087,-0.630814544,,,
0.499011405,-0.638827631,,,
0.36717736,-0.626348614,,,
0.271037597,-0.614407405,,,
0.193391009,-0.61887144,,,
0.154738992,-0.642181461,,,
0.130611883,-0.68384989,,,
0.20220598,-0.705800468,,,
0.212618748,-0.716563714,,,
0.142627588,-0.744108432,,,
0.056513507,-0.782603563,,,
0.06763793,-0.780875473,,,
0.167289508,-0.773167539,,,
0.253586426,-0.767279619,,,
0.43998538,-0.73760926,,,
0.627383305,-0.665907987,,,
0.708038368,-0.573073033,,,
0.630551925,-0.564530668,,,
0.538331829,-0.647449126,,,
0.527190065,-0.749980241,,,
0.524440003,-0.791281919,,,
0.525592053,-0.75259441,,,
0.492825532,-0.698002504,,,
0.470387854,-0.664555177,,,
0.422399115,-0.654838641,,,
0.247289652,-0.661956172,,,
0.155602013,-0.679908973,,,
0.338257072,-0.702557042,,,
0.618423392,-0.718103216,,,
0.758994477,-0.717062666,,,
0.648100509,-0.695501583,,,
0.457305096,-0.677803234,,,
0.275511131,-0.703406161,,,
0.167925801,-0.776258389,,,
0.270257217,-0.873275917,,,
0.428034333,-0.871464432,,,
0.467750621,-0.657349512,,,
0.401127189,-0.262906741,,,
0.389465599,0.028964637,,,
0.476912212,-0.066838917,,,
0.575041354,-0.345303503,,,
0.594467988,-0.538264841,,,
0.541827373,-0.60767084,,,
0.498533543,-0.634687702,,,
0.527529835,-0.657913854,,,
0.582237118,-0.677567262,,,
0.586680464,-0.706566191,,,
0.611192089,-0.740375057,,,
0.722001275,-0.761775035,,,
0.848125597,-0.747835174,,,
0.831748116,-0.699895016,,,
0.690608821,-0.666321648,,,
0.591468076,-0.674668317,,,
0.508491357,-0.71044077,,,
0.347398539,-0.752112042,,,
0.22534418,-0.799844184,,,
0.265788607,-0.846666557,,,
0.410802825,-0.856838452,,,
0.470744966,-0.825005968,,,
0.410618488,-0.788597149,,,
0.406670559,-0.786427441,,,
0.566434057,-0.797094498,,,
0.803445495,-0.815171445,,,
0.9407392,-0.817161094,,,
0.973978873,-0.79222391,,,
0.856438084,-0.748655862,,,
0.697250933,-0.708894635,,,
0.599229053,-0.693912328,,,
0.57608186,-0.69557029,,,
0.542635799,-0.733627594,,,
0.477836892,-0.815674188,,,
0.576423771,-0.902225093,,,
0.812588247,-0.945544376,,,
0.964711517,-0.925292983,,,
0.857611329,-0.854265034,,,
0.814652131,-0.771416705,,,
0.915089655,-0.725342998,,,
0.923454382,-0.73759315,,,
0.741728927,-0.769620382,,,
0.548056065,-0.801178041,,,
0.678476007,-0.826429379,,,
0.704667214,-0.828693854,,,
0.59817827,-0.804100204,,,
0.480125149,-0.755743542,,,
0.720876843,-0.730006045,,,
0.777906852,-0.721621469,,,
0.525249928,-0.725091863,,,
0.160642687,-0.728909108,,,
0.219474527,-0.72150064,,,
0.4510642,-0.71675325,,,
0.55364825,-0.717132321,,,
0.522573087,-0.731405764,,,
0.458312845,-0.738555517,,,
0.491123684,-0.725706432,,,
0.408920922,-0.704445763,,,
0.419364519,-0.699948086,,,
0.516659758,-0.728044352,,,
0.727088194,-0.772083396,,,
0.741613744,-0.822784138,,,
0.58924362,-0.864628834,,,
0.75064645,-0.874663317,,,
1.166842452,-0.868308192,,,
1.400835995,-0.890933043,,,
1.442662626,-0.949263062,,,
1.250263206,-0.983761837,,,
1.241059223,-0.967892031,,,
1.149316134,-0.92644678,,,
1.044845043,-0.852934969,,,
0.837433219,-0.778254671,,,
0.526956914,-0.719361732,,,
0.433679613,-0.672842616,,,
0.692021426,-0.661447743,,,
0.90200497,-0.691143689,,,
0.937335503,-0.716279885,,,
0.729265549,-0.698201516,,,
0.635664963,-0.643880173,,,
0.601396559,-0.596931285,,,
0.675254292,-0.577731815,,,
0.622955374,-0.581031628,,,
0.536637903,-0.592135564,,,
0.363711362,-0.589653597,,,
0.263422848,-0.564462436,,,
0.393690567,-0.5454833,,,
0.746115753,-0.540328883,,,
0.829214934,-0.53461344,,,
0.642084843,-0.517348652,,,
0.442418152,-0.469392384,,,
0.709710886,-0.413042537,,,
0.81535822,-0.280577135,,,
0.771629988,-0.016898212,,,
0.633092386,0.220889216,,,
0.778870284,0.103230326,,,
0.819749754,-0.389044502,,,
0.756597459,-0.882778752,,,
0.599912232,-1.198732036,,,
0.454134978,-1.247082538,,,
0.340064683,-1.094123611,,,
0.334018402,-0.861553621,,,
0.369426651,-0.680847174,,,
0.397738693,-0.595668506,,,
0.470514813,-0.551432819,,,
0.649637289,-0.553926158,,,
0.680256428,-0.578487114,,,
0.489845103,-0.604632112,,,
0.329677821,-0.603026747,,,
0.304476165,-0.579160913,,,
0.367995206,-0.558551771,,,
0.415783552,-0.537513333,,,
0.379088157,-0.509996571,,,
0.478341517,-0.459541277,,,
0.498558378,-0.37034114,,,
0.353859953,-0.094159509,,,
0.094806271,0.263480682,,,
-0.075953192,0.29427167,,,
0.083263719,-0.114119491,,,
0.182066407,-0.508414898,,,
0.274133424,-0.626644764,,,
0.351758816,-0.57934571,,,
0.51723953,-0.532601521,,,
0.542487859,-0.507983704,,,
0.573653371,-0.491207918,,,
0.740047846,-0.482665554,,,
0.915106783,-0.484395066,,,
1.019435714,-0.481277207,,,
1.061673837,-0.476777634,,,
0.858475421,-0.498617808,,,
0.689036073,-0.546310622,,,
0.708294427,-0.598403502,,,
0.942401012,-0.618314679,,,
1.05991611,-0.641195403,,,
0.823553382,-0.66026362,,,
0.564134239,-0.679828894,,,
0.520686902,-0.696905567,,,
0.552825479,-0.685661375,,,
0.691304633,-0.673434915,,,
0.619625755,-0.639763936,,,
0.479258489,-0.65173168,,,
0.516600882,-0.664075179,,,
0.58586326,-0.672817503,,,
0.737389203,-0.675353014,,,
0.655583161,-0.652797817,,,
0.829718487,-0.636196404,,,
0.898466822,-0.595362406,,,
1.092629963,-0.601281125,,,
1.047405202,-0.603101613,,,
0.896708666,-0.607755183,,,
0.500656732,-0.559758165,,,
0.330940345,-0.529744273,,,
0.283982691,-0.544783914,,,
0.49177111,-0.591599179,,,
0.572781358,-0.634749775,,,
1.133744511,-0.611545419,,,
1.273046435,-0.573244562,,,
1.198413033,-0.539597275,,,
0.759796909,-0.547001479,,,
0.754572968,-0.551513371,,,
0.803369277,-0.542737878,,,
0.663162155,-0.509388162,,,
0.432416448,-0.483629342,,,
0.413581361,-0.459091131,,,
0.493372547,-0.46529747,,,
0.577434304,-0.498456703,,,
0.571513268,-0.515812467,,,
0.683693524,-0.516676749,,,
0.550327837,-0.454564076,,,
0.515218464,-0.399204551,,,
0.37096386,-0.398560131,,,
0.570135347,-0.476131319,,,
0.660316821,-0.568343175,,,
0.741459166,-0.600939013,,,
0.732235487,-0.582841691,,,
0.668583064,-0.577671163,,,
0.702916338,-0.570239477,,,
0.602469394,-0.580478184,,,
0.4369176,-0.567389811,,,
0.313732815,-0.551935088,,,
0.421369742,-0.544379256,,,
0.772837061,-0.536449091,,,
1.085383673,-0.518687721,,,
1.263797921,-0.52086264,,,
1.280849802,-0.546329576,,,
1.068676914,-0.590067732,,,
0.737729188,-0.574500235,,,
0.627626947,-0.542311423,,,
0.576219096,-0.327479586,,,
0.431812269,-0.022428857,,,
0.115897072,0.244644646,,,
0.210628941,0.007180376,,,
0.394209108,-0.307704401,,,
0.41762863,-0.533285744,,,
0.428623953,-0.560236742,,,
0.648781762,-0.550021727,,,
0.832254667,-0.551784407,,,
0.825690487,-0.525073171,,,
0.640999376,-0.506337589,,,
0.644522538,-0.488484293,,,
0.450918829,-0.514111387,,,
0.436433315,-0.528051722,,,
0.342642826,-0.55567178,,,
0.298137855,-0.571575702,,,
0.340325453,-0.572565077,,,
0.336912978,-0.548557566,,,
0.179258967,-0.534938493,,,
0.046068624,-0.534008822,,,
0.187067045,-0.538769953,,,
0.487199092,-0.527117311,,,
0.635508244,-0.519138815,,,
0.65200048,-0.537398664,,,
1.064810342,-0.590958548,,,
1.435393642,-0.645499753,,,
1.508922309,-0.687912583,,,
1.180844324,-0.675292362,,,
0.808304187,-0.645609684,,,
0.599415316,-0.626458545,,,
0.397318209,-0.626769857,,,
0.532403728,-0.595792651,,,
0.558872618,-0.57930875,,,
0.672665016,-0.601012932,,,
0.490482253,-0.646187767,,,
0.533443592,-0.656223197,,,
0.748010073,-0.609966589,,,
0.839683367,-0.565227211,,,
0.787043609,-0.559845351,,,
0.597881747,-0.629828012,,,
0.463911025,-0.650157114,,,
0.452733078,-0.649253504,,,
0.657069842,-0.611108066,,,
0.957569707,-0.617478828,,,
1.042855664,-0.671684555,,,
0.955712639,-0.689126084,,,
0.808054123,-0.668232166,,,
0.781730605,-0.596106333,,,
0.84870494,-0.585440223,,,
0.928873577,-0.627365946,,,
0.760254645,-0.671819598,,,
0.391410446,-0.688714791,,,
0.149096495,-0.674306304,,,
0.323797463,-0.626660874,,,
0.484705303,-0.565284072,,,
0.527892728,-0.511800001,,,
0.638133917,-0.511549814,,,
0.896128894,-0.528086785,,,
1.017728513,-0.533512239,,,
1.174473258,-0.546707699,,,
1.10889911,-0.55567557,,,
1.062562763,-0.584558883,,,
0.731612896,-0.610849824,,,
0.62181039,-0.628993582,,,
0.682628611,-0.645647591,,,
0.713040933,-0.655268412,,,
0.553592799,-0.666064354,,,
0.566446261,-0.670579089,,,
0.592512436,-0.65754189,,,
0.658957312,-0.639869128,,,
0.537516124,-0.632078272,,,
0.572191952,-0.636941752,,,
0.802911968,-0.637611287,,,
0.854084313,-0.633313096,,,
0.740180158,-0.635286634,,,
0.644858669,-0.612058586,,,
0.719002219,-0.571907389,,,
0.74754891,-0.528469647,,,
0.681724698,-0.530432287,,,
0.554964083,-0.571804093,,,
0.624546106,-0.619735721,,,
0.658274774,-0.636746057,,,
0.713460133,-0.620152699,,,
0.739490341,-0.586647564,,,
0.703327402,-0.585816451,,,
0.662519439,-0.600999665,,,
0.576369177,-0.616754328,,,
0.551554821,-0.615622327,,,
0.666726852,-0.616857625,,,
0.823931476,-0.629356542,,,
1.029487944,-0.633379907,,,
0.991718859,-0.643022525,,,
0.860769243,-0.68260938,,,
0.613281879,-0.712610952,,,
0.611491181,-0.706696023,,,
0.675154951,-0.70128052,,,
0.66714648,-0.713006133,,,
0.661543591,-0.701923046,,,
0.654314,-0.661313173,,,
0.754143492,-0.622717588,,,
0.766833384,-0.604509862,,,
0.81427361,-0.624279361,,,
0.944066678,-0.61244666,,,
1.082029647,-0.594615636,,,
1.081815551,-0.587226595,,,
0.894731276,-0.616501772,,,
0.810320115,-0.648607188,,,
0.889673475,-0.652423011,,,
1.068273985,-0.647727269,,,
0.946339093,-0.655520021,,,
0.862755626,-0.651444534,,,
0.791388042,-0.659356219,,,
0.933905687,-0.687478546,,,
0.970981102,-0.714053317,,,
0.802372019,-0.724302448,,,
0.56593971,-0.712508602,,,
0.374454908,-0.698133757,,,
0.39366402,-0.670867183,,,
0.497811612,-0.627526103,,,
0.614506293,-0.591005933,,,
0.663906781,-0.551434714,,,
0.652964768,-0.545002827,,,
0.561241803,-0.586671256,,,
0.486789098,-0.643353264,,,
0.584873923,-0.673243484,,,
0.74090894,-0.656108055,,,
0.830928129,-0.619684073,,,
0.747318115,-0.576569963,,,
0.664587178,-0.528408048,,,
0.738722164,-0.507272946,,,
0.823082799,-0.518469755,,,
0.811173501,-0.550609287,,,
0.79618636,-0.574739997,,,
0.762411019,-0.586972617,,,
0.636711892,-0.615084994,,,
0.357582652,-0.680292782,,,
0.237906043,-0.743898522,,,
0.553925504,-0.776849739,,,
0.971825496,-0.770722531,,,
1.043542484,-0.768787374,,,
0.903964376,-0.777873231,,,
0.825086309,-0.774608009,,,
0.909253401,-0.738742683,,,
0.837058551,-0.675072501,,,
0.671371021,-0.615693877,,,
0.633247392,-0.583267199,,,
0.772440984,-0.598361331,,,
0.925506277,-0.638610613,,,
0.967200168,-0.666111737,,,
0.981201184,-0.671441001,,,
0.924354869,-0.724833621,,,
0.822925224,-0.86003402,,,
0.793350017,-0.991597708,,,
0.906629441,-0.972637526,,,
0.97181522,-0.827898279,,,
0.944801456,-0.688319136,,,
0.885240833,-0.612460402,,,
0.821161503,-0.540963826,,,
0.705347183,-0.504668729,,,
0.509774006,-0.522554245,,,
0.532260926,-0.556908499,,,
0.696195011,-0.55803434,,,
0.7638506,-0.527153323,,,
0.751543083,-0.508998667,,,
0.720073127,-0.492647441,,,
0.849864056,-0.470761778,,,
0.990561457,-0.461268893,,,
1.011506887,-0.482124431,,,
1.05785351,-0.515468461,,,
1.063708176,-0.542536971,,,
1.088521035,-0.551950251,,,
1.009171528,-0.545335462,,,
0.859338227,-0.544260796,,,
0.835623253,-0.564291853,,,
0.965850936,-0.624714344,,,
1.133510718,-0.674563598,,,
1.106525215,-0.67941239,,,
0.955319559,-0.664973577,,,
0.844559187,-0.632504253,,,
0.846745962,-0.569655708,,,
0.861130638,-0.503937122,,,
0.794500997,-0.49897603,,,
0.629765765,-0.522251936,,,
0.444310759,-0.540176306,,,
0.388658244,-0.548241989,,,
0.466967886,-0.551849797,,,
0.528151784,-0.55123665,,,
0.509109238,-0.534183194,,,
0.42806452,-0.516428458,,,
0.503125043,-0.488002873,,,
0.776261739,-0.458195575,,,
0.952887001,-0.440941213,,,
0.90348994,-0.4393349,,,
0.751994825,-0.479405544,,,
0.697944175,-0.57777067,,,
0.7249224,-0.692085206,,,
0.814102333,-0.77690044,,,
0.922399317,-0.778273625,,,
0.929989017,-0.692966073,,,
0.773043878,-0.57573032,,,
0.769307476,-0.514125601,,,
0.923748121,-0.556647888,,,
1.020681324,-0.611900798,,,
0.983840129,-0.597312252,,,
0.937523051,-0.548609688,,,
0.807921812,-0.545281444,,,
0.555641483,-0.600469913,,,
0.303686151,-0.647322137,,,
0.327507103,-0.639152684,,,
0.52014524,-0.600624384,,,
0.682938193,-0.559697514,,,
0.765744064,-0.542246982,,,
0.725054282,-0.572561287,,,
0.558951405,-0.601545053,,,
0.370730924,-0.610089313,,,
0.265538329,-0.60049171,,,
0.347459984,-0.593658482,,,
0.579638207,-0.600675085,,,
0.805550915,-0.607064326,,,
1.029501219,-0.590814502,,,
1.129972998,-0.548024023,,,
0.940991405,-0.506306315,,,
0.651847616,-0.482374617,,,
0.418236234,-0.483490033,,,
0.415484031,-0.506728979,,,
0.56125679,-0.536720127,,,
0.637328916,-0.57312326,,,
0.810319258,-0.602570914,,,
1.005003509,-0.632594282,,,
1.063459397,-0.688996252,,,
0.841582826,-0.773525761,,,
0.483000671,-0.820372299,,,
0.395572899,-0.794544298,,,
0.509287366,-0.674141408,,,
0.528315353,-0.585948178,,,
0.560243046,-0.526042645,,,
0.621401894,-0.489245279,,,
0.843972136,-0.459158416,,,
1.039339781,-0.425350971,,,
1.172291621,-0.399493593,,,
1.201003166,-0.421382098,,,
1.188013539,-0.479347736,,,
1.114183425,-0.536649051,,,
0.862935038,-0.545887958,,,
0.538268457,-0.526191431,,,
0.52584383,-0.51830865,,,
0.90126377,-0.540789454,,,
1.239151629,-0.565666934,,,
1.26595772,-0.571659098,,,
1.095473157,-0.527364655,,,
0.865653627,-0.508929486,,,
0.7758541,-0.535067377,,,
0.699636817,-0.615158439,,,
0.832514151,-0.689934453,,,
1.137565695,-0.754521512,,,
1.235595924,-0.840742151,,,
1.19175251,-0.906075507,,,
0.937497788,-0.940055902,,,
0.941534352,-0.902821656,,,
0.76988896,-0.847065529,,,
0.496555297,-0.855787952,,,
0.235990741,-0.932168383,,,
0.336728213,-1.030414575,,,
0.548143202,-1.04556083,,,
0.686215574,-0.923541675,,,
0.651007932,-0.727833494,,,
0.673037114,-0.56802286,,,
0.859088591,-0.390968287,,,
0.951705192,-0.061657964,,,
0.855913121,0.241639561,,,
0.647899687,0.18712726,,,
0.570773995,-0.167963679,,,
0.649537521,-0.4633064,,,
0.776368359,-0.54614004,,,
0.837291488,-0.52192783,,,
0.754164474,-0.464549753,,,
0.564067869,-0.414185436,,,
0.469137534,-0.401282808,,,
0.509745317,-0.426201986,,,
0.542065234,-0.474695587,,,
0.598205888,-0.527492592,,,
0.677682567,-0.584550354,,,
0.796957962,-0.67005218,,,
0.845045613,-0.771580653,,,
1.115657261,-0.876085781,,,
1.184025789,-0.919937658,,,
1.140062481,-0.92938079,,,
0.790434031,-0.861572101,,,
0.550609373,-0.771746497,,,
0.566119336,-0.697741419,,,
0.605866025,-0.66387664,,,
0.617037764,-0.641325235,,,
0.668739354,-0.595715889,,,
0.933966919,-0.562778413,,,
1.072174812,-0.534008822,,,
1.059754681,-0.539633287,,,
